weather_id,date,hour,temperature_c,precipitation_mm,wind_kmh,visibility_m,cloud_cover,condition
WTH_00002957,2025-05-04,5,14.2,7.85,18.4,3987.0,0.59,rain
WTH_00002958,2025-05-04,6,17.9,0.0,17.6,9376.0,0.15,clear
WTH_00002959,2025-05-04,7,15.0,0.0,8.1,10509.0,0.31,clear
WTH_00002960,2025-05-04,8,11.2,0.0,6.2,8893.0,0.47,clear
WTH_00002961,2025-05-04,9,12.0,0.0,16.1,10331.0,0.3,clear
WTH_00002962,2025-05-04,10,11.9,0.0,17.7,11063.0,0.61,cloudy
WTH_00002963,2025-05-04,11,8.6,0.0,20.0,8747.0,0.2,clear
WTH_00002964,2025-05-04,12,9.1,0.0,9.5,9854.0,0.2,clear
WTH_00002965,2025-05-04,13,6.2,0.0,14.1,7138.0,0.08,clear
WTH_00002966,2025-05-04,14,9.7,0.0,8.6,7966.0,0.19,clear
WTH_00002967,2025-05-04,15,9.2,0.0,5.4,8591.0,0.2,clear
WTH_00002968,2025-05-04,16,9.2,0.0,14.6,7255.0,0.43,clear
WTH_00002969,2025-05-04,17,12.4,0.0,19.1,7361.0,0.65,cloudy
WTH_00002970,2025-05-04,18,9.0,0.0,18.1,10207.0,0.6,clear
WTH_00002971,2025-05-04,19,14.4,0.0,12.9,11425.0,0.35,clear
WTH_00002972,2025-05-04,20,13.2,1.0,2.2,1548.0,0.84,rain
WTH_00002973,2025-05-04,21,14.6,0.0,12.5,11019.0,0.47,clear
WTH_00002974,2025-05-04,22,14.7,0.0,21.5,8815.0,0.4,clear
WTH_00002975,2025-05-04,23,12.7,0.0,22.3,11867.0,0.24,clear
WTH_00002976,2025-05-05,0,15.3,0.0,4.6,10825.0,0.61,cloudy
WTH_00002977,2025-05-05,1,12.8,0.0,10.3,8089.0,0.39,clear
WTH_00002978,2025-05-05,2,18.3,0.0,11.1,7276.0,0.21,clear
WTH_00002979,2025-05-05,3,19.0,0.0,20.1,10836.0,0.35,clear
WTH_00002980,2025-05-05,4,17.2,7.37,18.6,2378.0,0.75,rain
WTH_00002981,2025-05-05,5,19.0,0.0,7.5,8458.0,0.78,cloudy
WTH_00002982,2025-05-05,6,14.0,0.0,18.2,7659.0,0.38,clear
WTH_00002983,2025-05-05,7,19.2,0.0,8.2,10499.0,0.41,clear
WTH_00002984,2025-05-05,8,12.0,0.0,2.3,11533.0,0.44,clear
WTH_00002985,2025-05-05,9,16.4,0.0,9.7,11081.0,0.56,clear
WTH_00002986,2025-05-05,10,14.1,0.0,29.6,9135.0,0.34,clear
WTH_00002987,2025-05-05,11,10.9,0.0,18.5,9996.0,0.37,clear
WTH_00002988,2025-05-05,12,6.9,0.0,40.7,8820.0,0.63,cloudy
WTH_00002989,2025-05-05,13,8.3,0.0,15.1,11233.0,0.24,clear
WTH_00002990,2025-05-05,14,7.7,0.0,19.8,8760.0,0.5,clear
WTH_00002991,2025-05-05,15,7.0,0.0,11.0,6271.0,0.27,clear
WTH_00002992,2025-05-05,16,5.8,0.0,13.4,6415.0,0.06,clear
WTH_00002993,2025-05-05,17,11.4,0.0,9.9,9385.0,0.07,clear
WTH_00002994,2025-05-05,18,9.5,0.0,3.9,11965.0,0.45,clear
WTH_00002995,2025-05-05,19,9.4,0.0,16.3,11522.0,0.3,clear
WTH_00002996,2025-05-05,20,10.0,0.0,31.5,8797.0,0.57,clear
WTH_00002997,2025-05-05,21,12.0,0.0,24.5,9694.0,0.15,clear
WTH_00002998,2025-05-05,22,14.9,0.0,12.5,9549.0,0.56,clear
WTH_00002999,2025-05-05,23,13.9,4.53,30.8,2506.0,0.8,rain
WTH_00003000,2025-05-06,0,17.3,2.44,18.3,2411.0,0.44,rain
WTH_00003001,2025-05-06,1,17.8,5.67,32.0,3822.0,1.0,rain
WTH_00003002,2025-05-06,2,17.8,7.36,37.9,3889.0,0.68,rain
WTH_00003003,2025-05-06,3,17.1,5.52,27.4,2361.0,0.85,rain
WTH_00003004,2025-05-06,4,18.1,3.15,17.0,3865.0,0.96,rain
WTH_00003005,2025-05-06,5,15.8,4.07,17.0,3080.0,0.86,rain
WTH_00003006,2025-05-06,6,18.2,1.89,31.7,2490.0,0.66,rain
WTH_00003007,2025-05-06,7,15.4,14.43,19.6,2944.0,0.46,storm
WTH_00003008,2025-05-06,8,12.1,5.72,21.8,3669.0,0.63,rain
WTH_00003009,2025-05-06,9,9.6,14.3,30.0,1001.0,1.0,storm
WTH_00003010,2025-05-06,10,13.2,4.07,37.4,2242.0,0.93,rain
WTH_00003011,2025-05-06,11,8.9,22.4,33.5,2479.0,0.48,storm
WTH_00003012,2025-05-06,12,12.7,4.23,21.0,2227.0,0.77,rain
WTH_00003013,2025-05-06,13,12.8,9.23,34.7,1379.0,0.74,storm
WTH_00003014,2025-05-06,14,9.6,7.15,18.3,1701.0,0.55,rain
WTH_00003015,2025-05-06,15,10.7,4.0,30.8,872.0,0.9,rain
WTH_00003016,2025-05-06,16,6.1,5.51,19.5,3591.0,0.72,rain
WTH_00003017,2025-05-06,17,8.4,4.78,24.8,3694.0,0.81,rain
WTH_00003018,2025-05-06,18,14.0,1.62,16.5,899.0,0.68,rain
WTH_00003019,2025-05-06,19,9.1,1.37,27.4,2124.0,0.8,rain
WTH_00003020,2025-05-06,20,11.9,4.05,27.9,806.0,0.81,rain
WTH_00003021,2025-05-06,21,12.8,2.76,44.5,976.0,0.82,rain
WTH_00003022,2025-05-06,22,15.6,3.64,25.0,3563.0,0.64,rain
WTH_00003023,2025-05-06,23,12.9,7.09,31.1,2280.0,0.54,rain
WTH_00003024,2025-05-07,0,14.4,4.6,29.0,3504.0,0.85,rain
WTH_00003025,2025-05-07,1,17.4,10.6,24.1,1171.0,0.88,storm
WTH_00003026,2025-05-07,2,18.0,10.47,34.4,3253.0,0.96,storm
WTH_00003027,2025-05-07,3,19.0,9.66,21.6,1035.0,0.67,storm
WTH_00003028,2025-05-07,4,19.0,2.12,24.4,3536.0,0.62,rain
WTH_00003029,2025-05-07,5,17.9,9.29,23.0,1562.0,0.69,storm
WTH_00003030,2025-05-07,6,12.8,6.01,19.7,3971.0,0.41,rain
WTH_00003031,2025-05-07,7,17.5,8.33,27.5,2911.0,0.61,storm
WTH_00003032,2025-05-07,8,15.7,4.11,17.6,3434.0,0.59,rain
WTH_00003033,2025-05-07,9,10.6,1.62,33.1,1407.0,0.61,rain
WTH_00003034,2025-05-07,10,11.9,7.11,37.4,3699.0,0.49,rain
WTH_00003035,2025-05-07,11,11.2,3.01,22.0,2886.0,0.41,rain
WTH_00003036,2025-05-07,12,10.7,16.02,23.2,2757.0,0.57,storm
WTH_00003037,2025-05-07,13,10.0,3.44,33.6,1842.0,0.98,rain
WTH_00003038,2025-05-07,14,11.3,8.75,27.5,2284.0,0.63,storm
WTH_00003039,2025-05-07,15,10.0,6.13,23.0,3484.0,0.86,rain
WTH_00003040,2025-05-07,16,12.4,7.42,43.7,2850.0,0.73,rain
WTH_00003041,2025-05-07,17,12.4,6.2,21.2,3921.0,0.87,rain
WTH_00003042,2025-05-07,18,6.9,1.84,21.4,3330.0,0.5,rain
WTH_00003043,2025-05-07,19,11.1,1.21,20.3,1334.0,0.5,rain
WTH_00003044,2025-05-07,20,11.1,1.58,17.7,3168.0,0.66,rain
WTH_00003045,2025-05-07,21,14.8,2.88,18.7,2198.0,0.53,rain
WTH_00003046,2025-05-07,22,14.2,1.97,24.6,2013.0,0.82,rain
WTH_00003047,2025-05-07,23,11.3,1.98,24.8,1553.0,0.52,rain
WTH_00003048,2025-05-08,0,13.4,19.49,7.4,1751.0,0.81,rain
WTH_00003049,2025-05-08,1,14.9,0.0,14.2,7410.0,0.48,clear
WTH_00003050,2025-05-08,2,16.5,0.0,9.5,10750.0,0.3,clear
WTH_00003051,2025-05-08,3,18.8,0.0,9.7,8636.0,0.32,clear
WTH_00003052,2025-05-08,4,15.5,0.0,2.1,11522.0,0.26,clear
WTH_00003053,2025-05-08,5,16.3,0.0,8.9,7190.0,0.11,clear
WTH_00003054,2025-05-08,6,17.2,0.0,13.6,10052.0,0.09,clear
WTH_00003055,2025-05-08,7,17.0,0.0,4.7,10792.0,0.55,clear
WTH_00003056,2025-05-08,8,17.9,0.0,6.5,6234.0,0.14,clear
WTH_00003057,2025-05-08,9,12.9,0.0,12.1,6633.0,0.21,clear
WTH_00003058,2025-05-08,10,10.5,0.0,24.4,9489.0,0.2,clear
WTH_00003059,2025-05-08,11,14.6,0.0,31.2,6874.0,0.17,clear
WTH_00003060,2025-05-08,12,13.3,0.0,7.4,8643.0,0.13,clear
WTH_00003061,2025-05-08,13,7.1,5.84,6.1,1818.0,0.64,rain
WTH_00003062,2025-05-08,14,7.4,0.0,11.3,6640.0,0.66,cloudy
WTH_00003063,2025-05-08,15,8.4,0.0,7.3,8070.0,0.41,clear
WTH_00003064,2025-05-08,16,12.2,0.0,6.5,8640.0,0.4,clear
WTH_00003065,2025-05-08,17,11.0,0.0,8.5,6715.0,0.3,clear
WTH_00003066,2025-05-08,18,8.7,0.0,4.7,8195.0,0.29,clear
WTH_00003067,2025-05-08,19,9.6,0.0,11.6,11806.0,0.19,clear
WTH_00003068,2025-05-08,20,9.4,0.0,13.6,8816.0,0.28,clear
WTH_00003069,2025-05-08,21,12.5,0.0,22.9,11273.0,0.38,clear
WTH_00003070,2025-05-08,22,15.4,0.0,20.3,10313.0,0.06,clear
WTH_00003071,2025-05-08,23,15.8,0.0,4.2,9388.0,0.19,clear
WTH_00003072,2025-05-09,0,16.0,0.0,11.7,6181.0,0.32,clear
WTH_00003073,2025-05-09,1,16.5,0.0,6.2,11326.0,0.44,clear
WTH_00003074,2025-05-09,2,17.5,0.0,7.2,6608.0,0.64,cloudy
WTH_00003075,2025-05-09,3,20.0,0.0,18.8,11944.0,0.48,clear
WTH_00003076,2025-05-09,4,18.7,0.0,3.2,8571.0,0.33,clear
WTH_00003077,2025-05-09,5,14.1,0.0,12.6,9648.0,0.74,cloudy
WTH_00003078,2025-05-09,6,15.1,0.0,8.2,7929.0,0.51,clear
WTH_00003079,2025-05-09,7,16.3,0.0,17.4,7935.0,0.25,clear
WTH_00003080,2025-05-09,8,15.0,0.0,20.8,6714.0,0.42,clear
WTH_00003081,2025-05-09,9,15.2,0.0,6.7,7884.0,0.08,clear
WTH_00003082,2025-05-09,10,11.6,0.0,17.9,10180.0,0.19,clear
WTH_00003083,2025-05-09,11,8.3,0.0,2.3,9720.0,0.15,clear
WTH_00003084,2025-05-09,12,5.8,0.0,3.6,10026.0,0.24,clear
WTH_00003085,2025-05-09,13,6.8,0.0,11.6,10957.0,0.31,clear
WTH_00003086,2025-05-09,14,7.4,0.0,9.8,6116.0,0.32,clear
WTH_00003087,2025-05-09,15,10.5,0.0,13.4,6980.0,0.34,clear
WTH_00003088,2025-05-09,16,12.7,0.0,18.5,6300.0,0.63,cloudy
WTH_00003089,2025-05-09,17,10.8,0.0,5.1,6601.0,0.51,clear
WTH_00003090,2025-05-09,18,6.3,0.0,7.7,7788.0,0.55,clear
WTH_00003091,2025-05-09,19,10.8,0.0,6.6,8655.0,0.21,clear
WTH_00003092,2025-05-09,20,14.4,0.0,8.2,8509.0,0.33,clear
WTH_00003093,2025-05-09,21,11.4,0.0,37.5,7221.0,0.24,clear
WTH_00003094,2025-05-09,22,12.1,0.0,18.2,11566.0,0.57,clear
WTH_00003095,2025-05-09,23,14.4,0.0,17.6,11717.0,0.15,clear
WTH_00003096,2025-05-10,0,13.8,0.0,10.5,11353.0,0.54,clear
WTH_00003097,2025-05-10,1,12.8,0.0,11.4,6889.0,0.57,clear
WTH_00003098,2025-05-10,2,16.8,0.0,14.7,8227.0,0.72,cloudy
WTH_00003099,2025-05-10,3,14.0,0.0,9.6,9140.0,0.12,clear
WTH_00003100,2025-05-10,4,17.2,0.0,1.5,11816.0,0.4,clear
WTH_00003101,2025-05-10,5,17.2,0.0,4.7,11007.0,0.08,clear
WTH_00003102,2025-05-10,6,17.0,0.0,10.3,7882.0,0.74,cloudy
WTH_00003103,2025-05-10,7,16.0,0.0,20.0,10560.0,0.33,clear
WTH_00003104,2025-05-10,8,14.7,0.0,11.5,11164.0,0.68,cloudy
WTH_00003105,2025-05-10,9,10.4,0.0,10.4,10876.0,0.11,clear
WTH_00003106,2025-05-10,10,15.5,0.0,13.5,9451.0,0.2,clear
WTH_00003107,2025-05-10,11,9.2,0.0,23.9,9776.0,0.16,clear
WTH_00003108,2025-05-10,12,12.1,0.0,9.1,9024.0,0.52,clear
WTH_00003109,2025-05-10,13,10.1,0.0,2.5,8499.0,0.25,clear
WTH_00003110,2025-05-10,14,7.3,0.0,14.7,8853.0,0.33,clear
WTH_00003111,2025-05-10,15,8.2,0.0,19.7,7044.0,0.28,clear
WTH_00003112,2025-05-10,16,8.3,0.0,5.8,7815.0,0.29,clear
WTH_00003113,2025-05-10,17,9.2,0.0,5.1,8073.0,0.3,clear
WTH_00003114,2025-05-10,18,11.3,5.35,8.6,2149.0,0.85,rain
WTH_00003115,2025-05-10,19,10.7,0.0,7.8,9974.0,0.11,clear
WTH_00003116,2025-05-10,20,13.0,0.0,7.9,6340.0,0.25,clear
WTH_00003117,2025-05-10,21,14.1,0.0,18.9,6168.0,0.18,clear
WTH_00003118,2025-05-10,22,15.7,0.0,1.6,11309.0,0.3,clear
WTH_00003119,2025-05-10,23,14.4,0.0,13.0,10399.0,0.67,cloudy
WTH_00003120,2025-05-11,0,15.6,0.0,10.3,7094.0,0.48,clear
WTH_00003121,2025-05-11,1,17.1,0.0,7.9,10684.0,0.16,clear
WTH_00003122,2025-05-11,2,17.0,5.41,12.2,3333.0,0.91,rain
WTH_00003123,2025-05-11,3,18.6,0.0,14.6,7612.0,0.29,clear
WTH_00003124,2025-05-11,4,17.6,0.0,5.8,9538.0,0.29,clear
WTH_00003125,2025-05-11,5,15.2,0.0,6.8,9689.0,0.65,cloudy
WTH_00003126,2025-05-11,6,17.3,0.0,27.5,8697.0,0.3,clear
WTH_00003127,2025-05-11,7,15.9,0.0,5.9,10053.0,0.26,clear
WTH_00003128,2025-05-11,8,15.1,0.0,32.7,11325.0,0.46,clear
WTH_00003129,2025-05-11,9,12.2,0.0,4.8,6884.0,0.38,clear
WTH_00003130,2025-05-11,10,9.7,0.0,21.3,10553.0,0.08,clear
WTH_00003131,2025-05-11,11,10.1,0.0,9.5,10352.0,0.59,clear
WTH_00003132,2025-05-11,12,7.1,0.0,11.4,11125.0,0.2,clear
WTH_00003133,2025-05-11,13,9.2,0.0,14.0,8712.0,0.16,clear
WTH_00003134,2025-05-11,14,8.2,0.0,2.1,6707.0,0.43,clear
WTH_00003135,2025-05-11,15,10.0,0.0,30.7,11375.0,0.52,clear
WTH_00003136,2025-05-11,16,8.8,0.0,8.8,11146.0,0.22,clear
WTH_00003137,2025-05-11,17,10.0,0.0,1.3,10394.0,0.15,clear
WTH_00003138,2025-05-11,18,9.5,0.0,16.6,8137.0,0.45,clear
WTH_00003139,2025-05-11,19,10.8,0.0,12.2,11704.0,0.26,clear
WTH_00003140,2025-05-11,20,12.4,0.0,4.4,7248.0,0.7,cloudy
WTH_00003141,2025-05-11,21,12.6,0.0,13.4,8295.0,0.58,clear
WTH_00003142,2025-05-11,22,15.1,0.0,8.7,8485.0,0.39,clear
WTH_00003143,2025-05-11,23,11.4,0.0,10.7,9923.0,0.73,cloudy
WTH_00003144,2025-05-12,0,17.5,0.0,2.9,7147.0,0.42,clear
WTH_00003145,2025-05-12,1,16.5,0.0,12.1,6180.0,0.36,clear
WTH_00003146,2025-05-12,2,15.8,0.0,1.9,8536.0,0.5,clear
WTH_00003147,2025-05-12,3,18.1,0.0,4.8,11219.0,0.35,clear
WTH_00003148,2025-05-12,4,13.4,0.0,13.4,10370.0,0.34,clear
WTH_00003149,2025-05-12,5,16.6,0.0,7.3,11315.0,0.33,clear
WTH_00003150,2025-05-12,6,13.8,0.0,5.5,10500.0,0.79,cloudy
WTH_00003151,2025-05-12,7,14.2,0.0,19.9,9173.0,0.68,cloudy
WTH_00003152,2025-05-12,8,15.1,0.0,11.8,10508.0,0.14,clear
WTH_00003153,2025-05-12,9,11.9,0.0,10.7,9698.0,0.17,clear
WTH_00003154,2025-05-12,10,11.6,0.0,37.0,9853.0,0.39,clear
WTH_00003155,2025-05-12,11,12.3,0.0,21.2,7028.0,0.19,clear
WTH_00003156,2025-05-12,12,9.1,0.0,6.9,8676.0,0.33,clear
WTH_00003157,2025-05-12,13,4.9,5.87,26.0,2681.0,0.66,rain
WTH_00003158,2025-05-12,14,8.7,0.0,12.6,7429.0,0.28,clear
WTH_00003159,2025-05-12,15,12.7,0.0,7.7,10890.0,0.33,clear
WTH_00003160,2025-05-12,16,10.4,0.0,4.9,6293.0,0.26,clear
WTH_00003161,2025-05-12,17,6.4,0.0,11.2,10823.0,0.32,clear
WTH_00003162,2025-05-12,18,12.4,0.0,19.4,6833.0,0.2,clear
WTH_00003163,2025-05-12,19,7.7,0.0,6.3,8996.0,0.37,clear
WTH_00003164,2025-05-12,20,9.8,0.0,4.6,10125.0,0.4,clear
WTH_00003165,2025-05-12,21,14.1,0.0,22.1,11097.0,0.55,clear
WTH_00003166,2025-05-12,22,14.8,0.0,8.2,6976.0,0.41,clear
WTH_00003167,2025-05-12,23,16.5,0.0,4.5,10630.0,0.58,clear
WTH_00003168,2025-05-13,0,10.9,0.0,20.2,6970.0,0.43,clear
WTH_00003169,2025-05-13,1,16.7,0.0,16.0,6536.0,0.41,clear
WTH_00003170,2025-05-13,2,15.4,0.0,30.9,7593.0,0.2,clear
WTH_00003171,2025-05-13,3,14.5,0.0,35.8,9034.0,0.45,clear
WTH_00003172,2025-05-13,4,17.9,0.0,17.0,11029.0,0.28,clear
WTH_00003173,2025-05-13,5,12.0,0.0,9.3,8305.0,0.16,clear
WTH_00003174,2025-05-13,6,17.6,0.0,10.6,11137.0,0.39,clear
WTH_00003175,2025-05-13,7,11.5,0.0,11.6,7299.0,0.22,clear
WTH_00003176,2025-05-13,8,14.3,0.0,8.7,11322.0,0.19,clear
WTH_00003177,2025-05-13,9,15.3,0.0,33.8,9094.0,0.26,clear
WTH_00003178,2025-05-13,10,12.6,0.0,3.5,7477.0,0.15,clear
WTH_00003179,2025-05-13,11,9.3,0.0,4.5,7104.0,0.49,clear
WTH_00003180,2025-05-13,12,8.1,0.0,4.3,10803.0,0.26,clear
WTH_00003181,2025-05-13,13,8.6,0.0,23.9,11619.0,0.4,clear
WTH_00003182,2025-05-13,14,5.8,0.0,2.7,8539.0,0.51,clear
WTH_00003183,2025-05-13,15,7.5,0.0,11.6,8080.0,0.67,cloudy
WTH_00003184,2025-05-13,16,8.9,0.0,16.1,10230.0,0.08,clear
WTH_00003185,2025-05-13,17,7.7,0.0,11.4,6236.0,0.17,clear
WTH_00003186,2025-05-13,18,9.2,0.0,5.9,9084.0,0.41,clear
WTH_00003187,2025-05-13,19,14.9,0.0,1.8,11353.0,0.21,clear
WTH_00003188,2025-05-13,20,11.2,0.0,8.7,7767.0,0.44,clear
WTH_00003189,2025-05-13,21,6.5,0.0,5.2,9006.0,0.49,clear
WTH_00003190,2025-05-13,22,14.7,0.0,6.0,7165.0,0.49,clear
WTH_00003191,2025-05-13,23,10.3,0.0,14.5,7803.0,0.23,clear
WTH_00003192,2025-05-14,0,21.0,8.03,28.4,1715.0,0.71,storm
WTH_00003193,2025-05-14,1,16.0,2.87,19.5,3213.0,0.49,rain
WTH_00003194,2025-05-14,2,15.8,2.39,18.6,3994.0,0.64,rain
WTH_00003195,2025-05-14,3,13.5,4.28,18.0,1949.0,0.59,rain
WTH_00003196,2025-05-14,4,15.2,9.39,17.4,1445.0,1.0,storm
WTH_00003197,2025-05-14,5,16.5,6.98,27.3,855.0,0.55,rain
WTH_00003198,2025-05-14,6,15.2,4.14,18.0,3517.0,0.65,rain
WTH_00003199,2025-05-14,7,14.9,12.21,41.8,3055.0,0.5,storm
WTH_00003200,2025-05-14,8,13.2,4.62,21.1,2648.0,0.9,rain
WTH_00003201,2025-05-14,9,11.4,13.67,21.6,1612.0,0.73,storm
WTH_00003202,2025-05-14,10,11.7,6.83,24.4,2034.0,0.75,rain
WTH_00003203,2025-05-14,11,7.9,3.71,17.3,3317.0,0.54,rain
WTH_00003204,2025-05-14,12,10.3,9.07,23.5,3405.0,0.53,storm
WTH_00003205,2025-05-14,13,9.0,3.47,24.9,3662.0,1.0,rain
WTH_00003206,2025-05-14,14,8.4,3.2,23.0,3209.0,0.61,rain
WTH_00003207,2025-05-14,15,9.0,5.5,32.7,1102.0,0.8,rain
WTH_00003208,2025-05-14,16,10.3,4.36,16.8,2167.0,0.5,rain
WTH_00003209,2025-05-14,17,9.8,3.77,21.0,1599.0,0.55,rain
WTH_00003210,2025-05-14,18,10.7,7.33,32.0,2845.0,0.65,rain
WTH_00003211,2025-05-14,19,8.9,3.48,36.2,2490.0,0.53,rain
WTH_00003212,2025-05-14,20,13.5,2.79,31.4,2086.0,0.8,rain
WTH_00003213,2025-05-14,21,10.8,13.55,27.4,3677.0,1.0,storm
WTH_00003214,2025-05-14,22,14.4,1.55,24.9,3567.0,0.61,rain
WTH_00003215,2025-05-14,23,15.9,22.43,20.6,3734.0,1.0,storm
WTH_00003216,2025-05-15,0,15.1,0.0,11.6,11291.0,0.49,clear
WTH_00003217,2025-05-15,1,17.1,0.0,25.2,7867.0,0.29,clear
WTH_00003218,2025-05-15,2,18.4,0.0,3.8,6160.0,0.25,clear
WTH_00003219,2025-05-15,3,18.1,0.0,42.9,11193.0,0.46,clear
WTH_00003220,2025-05-15,4,18.0,0.0,28.6,6437.0,0.5,clear
WTH_00003221,2025-05-15,5,20.0,0.0,5.5,7814.0,0.56,clear
WTH_00003222,2025-05-15,6,14.5,0.0,6.5,9062.0,0.48,clear
WTH_00003223,2025-05-15,7,15.6,0.0,12.0,9951.0,0.16,clear
WTH_00003224,2025-05-15,8,15.3,0.0,6.5,9399.0,0.42,clear
WTH_00003225,2025-05-15,9,11.5,0.0,15.7,10399.0,0.51,clear
WTH_00003226,2025-05-15,10,12.4,0.0,19.1,6601.0,0.11,clear
WTH_00003227,2025-05-15,11,11.7,0.0,11.0,11219.0,0.45,clear
WTH_00003228,2025-05-15,12,11.3,0.0,21.6,8882.0,0.76,cloudy
WTH_00003229,2025-05-15,13,6.6,0.0,29.0,9669.0,0.11,clear
WTH_00003230,2025-05-15,14,8.1,0.0,0.5,8512.0,0.09,clear
WTH_00003231,2025-05-15,15,4.5,10.83,16.7,3564.0,0.46,rain
WTH_00003232,2025-05-15,16,8.6,0.0,6.3,9410.0,0.67,cloudy
WTH_00003233,2025-05-15,17,12.0,0.0,4.7,9089.0,0.2,clear
WTH_00003234,2025-05-15,18,10.3,0.0,14.7,6499.0,0.4,clear
WTH_00003235,2025-05-15,19,12.8,0.0,11.5,9332.0,0.05,clear
WTH_00003236,2025-05-15,20,15.8,0.0,22.4,7072.0,0.71,cloudy
WTH_00003237,2025-05-15,21,12.0,0.0,10.9,10887.0,0.11,clear
WTH_00003238,2025-05-15,22,16.3,0.0,14.4,8206.0,0.32,clear
WTH_00003239,2025-05-15,23,17.4,0.0,22.1,11473.0,0.48,clear
WTH_00003240,2025-05-16,0,15.0,0.0,0.9,11577.0,0.11,clear
WTH_00003241,2025-05-16,1,19.7,1.59,2.6,989.0,0.61,rain
WTH_00003242,2025-05-16,2,17.5,0.0,6.6,6377.0,0.14,clear
WTH_00003243,2025-05-16,3,20.0,0.0,12.9,10894.0,0.21,clear
WTH_00003244,2025-05-16,4,14.1,0.0,28.9,10434.0,0.35,clear
WTH_00003245,2025-05-16,5,16.3,0.0,7.1,11732.0,0.07,clear
WTH_00003246,2025-05-16,6,15.6,0.0,6.8,507.0,0.07,fog
WTH_00003247,2025-05-16,7,15.1,0.0,18.6,7670.0,0.41,clear
WTH_00003248,2025-05-16,8,11.2,0.0,7.5,7316.0,0.09,clear
WTH_00003249,2025-05-16,9,14.4,0.0,4.8,8492.0,0.45,clear
WTH_00003250,2025-05-16,10,12.3,0.0,2.5,8302.0,0.4,clear
WTH_00003251,2025-05-16,11,9.0,0.0,7.4,10695.0,0.58,clear
WTH_00003252,2025-05-16,12,13.0,0.0,31.9,7556.0,0.44,clear
WTH_00003253,2025-05-16,13,6.5,0.0,14.7,10253.0,0.51,clear
WTH_00003254,2025-05-16,14,6.5,0.0,2.5,8302.0,0.13,clear
WTH_00003255,2025-05-16,15,8.6,0.0,10.4,10925.0,0.42,clear
WTH_00003256,2025-05-16,16,11.1,0.0,4.7,10821.0,0.07,clear
WTH_00003257,2025-05-16,17,9.0,0.0,12.0,9998.0,0.14,clear
WTH_00003258,2025-05-16,18,10.4,0.0,7.5,7687.0,0.17,clear
WTH_00003259,2025-05-16,19,10.4,0.0,25.2,7590.0,0.4,clear
WTH_00003260,2025-05-16,20,10.4,0.0,4.3,11767.0,0.49,clear
WTH_00003261,2025-05-16,21,13.8,0.0,13.3,8788.0,0.04,clear
WTH_00003262,2025-05-16,22,15.0,0.0,3.3,8295.0,0.41,clear
WTH_00003263,2025-05-16,23,16.8,0.0,12.4,11734.0,0.26,clear
WTH_00003264,2025-05-17,0,17.7,0.0,31.3,8087.0,0.35,clear
WTH_00003265,2025-05-17,1,15.1,0.0,31.1,10320.0,0.09,clear
WTH_00003266,2025-05-17,2,15.3,0.0,45.8,11449.0,0.08,clear
WTH_00003267,2025-05-17,3,18.5,0.0,10.7,9232.0,0.26,clear
WTH_00003268,2025-05-17,4,15.9,5.73,23.0,1727.0,0.75,rain
WTH_00003269,2025-05-17,5,15.5,0.0,48.2,10501.0,0.09,clear
WTH_00003270,2025-05-17,6,20.7,0.0,12.9,9838.0,0.11,clear
WTH_00003271,2025-05-17,7,17.3,0.0,22.4,10822.0,0.28,clear
WTH_00003272,2025-05-17,8,11.0,0.0,1.7,9801.0,0.22,clear
WTH_00003273,2025-05-17,9,12.9,1.99,2.9,3328.0,0.47,rain
WTH_00003274,2025-05-17,10,12.3,0.0,2.9,8898.0,0.4,clear
WTH_00003275,2025-05-17,11,8.6,0.0,18.0,11715.0,0.35,clear
WTH_00003276,2025-05-17,12,10.0,0.0,9.7,9179.0,0.6,cloudy
WTH_00003277,2025-05-17,13,8.9,0.0,10.1,6056.0,0.56,clear
WTH_00003278,2025-05-17,14,6.5,0.0,2.7,11872.0,0.23,clear
WTH_00003279,2025-05-17,15,10.0,0.0,7.3,11624.0,0.18,clear
WTH_00003280,2025-05-17,16,7.3,0.0,1.4,10525.0,0.15,clear
WTH_00003281,2025-05-17,17,10.4,0.0,9.0,9307.0,0.43,clear
WTH_00003282,2025-05-17,18,9.8,0.0,9.7,7478.0,0.27,clear
WTH_00003283,2025-05-17,19,10.9,0.0,19.7,9683.0,0.61,cloudy
WTH_00003284,2025-05-17,20,16.2,0.0,13.2,10835.0,0.39,clear
WTH_00003285,2025-05-17,21,13.7,0.0,25.6,7429.0,0.52,clear
WTH_00003286,2025-05-17,22,15.9,0.0,7.3,6373.0,0.2,clear
WTH_00003287,2025-05-17,23,15.8,0.0,10.9,11868.0,0.17,clear
WTH_00003288,2025-05-18,0,15.7,2.36,15.1,3156.0,1.0,rain
WTH_00003289,2025-05-18,1,18.1,0.0,7.3,10108.0,0.31,clear
WTH_00003290,2025-05-18,2,15.8,0.0,31.0,8227.0,0.22,clear
WTH_00003291,2025-05-18,3,18.1,0.0,4.8,11181.0,0.4,clear
WTH_00003292,2025-05-18,4,17.1,0.0,5.0,6448.0,0.24,clear
WTH_00003293,2025-05-18,5,15.3,0.0,20.9,6492.0,0.47,clear
WTH_00003294,2025-05-18,6,13.1,0.0,18.1,8562.0,0.06,clear
WTH_00003295,2025-05-18,7,8.2,0.0,8.1,9865.0,0.15,clear
