witness_id,home_borough,total_reports,reports_with_photo,avg_statement_certainty,preferred_report_channel
WIT_00004884,Manhattan,18,9,0.441,mobile_app
WIT_00004885,Bronx,11,4,0.285,mobile_app
WIT_00004886,Bronx,9,2,0.248,social_media
WIT_00004887,Manhattan,14,4,0.239,mobile_app
WIT_00004888,Manhattan,13,3,0.475,mobile_app
WIT_00004889,Manhattan,18,6,0.214,mobile_app
WIT_00004890,Bronx,12,3,0.396,mobile_app
WIT_00004891,Brooklyn,20,3,0.387,mobile_app
WIT_00004892,Bronx,14,6,0.405,anonymous_tip
WIT_00004893,Queens,8,2,0.521,mobile_app
WIT_00004894,Queens,11,4,0.353,mobile_app
WIT_00004895,Manhattan,15,7,0.328,mobile_app
WIT_00004896,Manhattan,17,6,0.381,mobile_app
WIT_00004897,Manhattan,18,9,0.338,mobile_app
WIT_00004898,Brooklyn,10,5,0.572,anonymous_tip
WIT_00004899,Manhattan,9,4,0.437,mobile_app
WIT_00004900,Queens,13,4,0.446,mobile_app
WIT_00004901,Queens,15,7,0.513,police_scanner
WIT_00004902,Manhattan,19,7,0.234,mobile_app
WIT_00004903,Queens,6,2,0.408,social_media
WIT_00004904,Staten_Island,10,5,0.151,police_scanner
WIT_00004905,Queens,17,7,0.49,mobile_app
WIT_00004906,Staten_Island,4,3,0.497,anonymous_tip
WIT_00004907,Queens,12,1,0.167,mobile_app
WIT_00004908,Manhattan,15,6,0.221,mobile_app
WIT_00004909,Brooklyn,20,5,0.405,mobile_app
WIT_00004910,Brooklyn,13,4,0.563,mobile_app
WIT_00004911,Manhattan,20,6,0.324,mobile_app
WIT_00004912,Brooklyn,22,4,0.23,mobile_app
WIT_00004913,Manhattan,16,8,0.139,mobile_app
WIT_00004914,Bronx,14,3,0.215,mobile_app
WIT_00004915,Brooklyn,18,8,0.455,mobile_app
WIT_00004916,Bronx,9,3,0.27,mobile_app
WIT_00004917,Bronx,4,0,0.421,mobile_app
WIT_00004918,Manhattan,11,5,0.304,mobile_app
WIT_00004919,Manhattan,6,2,0.579,social_media
WIT_00004920,Queens,23,13,0.303,mobile_app
WIT_00004921,Manhattan,12,4,0.394,social_media
WIT_00004922,Bronx,13,4,0.524,mobile_app
WIT_00004923,Manhattan,20,7,0.506,mobile_app
WIT_00004924,Brooklyn,17,9,0.326,mobile_app
WIT_00004925,Queens,20,6,0.313,mobile_app
WIT_00004926,Brooklyn,17,6,0.11,mobile_app
WIT_00004927,Brooklyn,13,8,0.288,mobile_app
WIT_00004928,Queens,16,5,0.161,mobile_app
WIT_00004929,Brooklyn,16,2,0.22,mobile_app
WIT_00004930,Bronx,10,2,0.389,mobile_app
WIT_00004931,Bronx,15,7,0.227,social_media
WIT_00004932,Bronx,19,12,0.354,mobile_app
WIT_00004933,Brooklyn,19,6,0.128,mobile_app
WIT_00004934,Manhattan,14,5,0.431,mobile_app
WIT_00004935,Staten_Island,7,2,0.499,mobile_app
WIT_00004936,Manhattan,24,9,0.544,mobile_app
WIT_00004937,Bronx,6,3,0.216,mobile_app
WIT_00004938,Bronx,11,1,0.156,mobile_app
WIT_00004939,Queens,16,9,0.33,mobile_app
WIT_00004940,Staten_Island,6,3,0.114,anonymous_tip
WIT_00004941,Staten_Island,3,2,0.523,mobile_app
WIT_00004942,Bronx,16,5,0.374,mobile_app
WIT_00004943,Staten_Island,8,0,0.343,mobile_app
WIT_00004944,Manhattan,18,11,0.439,mobile_app
WIT_00004945,Bronx,8,4,0.38,mobile_app
WIT_00004946,Bronx,9,2,0.162,social_media
WIT_00004947,Bronx,10,3,0.137,mobile_app
WIT_00004948,Queens,12,8,0.48,mobile_app
WIT_00004949,Manhattan,9,3,0.4,mobile_app
WIT_00004950,Queens,19,5,0.197,mobile_app
WIT_00004951,Bronx,9,3,0.303,mobile_app
WIT_00004952,Brooklyn,12,5,0.331,mobile_app
WIT_00004953,Queens,10,4,0.156,mobile_app
WIT_00004954,Manhattan,21,9,0.284,mobile_app
WIT_00004955,Brooklyn,12,5,0.168,mobile_app
WIT_00004956,Queens,17,4,0.434,mobile_app
WIT_00004957,Manhattan,10,5,0.168,mobile_app
WIT_00004958,Staten_Island,10,4,0.247,mobile_app
WIT_00004959,Bronx,11,7,0.433,anonymous_tip
WIT_00004960,Queens,20,9,0.526,mobile_app
WIT_00004961,Queens,10,4,0.175,mobile_app
WIT_00004962,Brooklyn,15,6,0.514,police_scanner
WIT_00004963,Brooklyn,17,7,0.43,mobile_app
WIT_00004964,Manhattan,12,3,0.37,mobile_app
WIT_00004965,Staten_Island,9,1,0.233,mobile_app
WIT_00004966,Brooklyn,9,3,0.344,mobile_app
WIT_00004967,Brooklyn,13,4,0.254,mobile_app
WIT_00004968,Bronx,10,4,0.394,mobile_app
WIT_00004969,Brooklyn,13,6,0.383,mobile_app
WIT_00004970,Bronx,12,3,0.5,mobile_app
WIT_00004971,Manhattan,13,5,0.291,mobile_app
WIT_00004972,Staten_Island,4,2,0.226,mobile_app
WIT_00004973,Staten_Island,10,5,0.275,mobile_app
WIT_00004974,Queens,17,9,0.293,camera_network
WIT_00004975,Brooklyn,15,7,0.407,mobile_app
WIT_00004976,Manhattan,12,6,0.483,mobile_app
WIT_00004977,Brooklyn,17,7,0.434,mobile_app
WIT_00004978,Queens,9,5,0.442,mobile_app
WIT_00004979,Queens,17,6,0.216,mobile_app
WIT_00004980,Queens,16,7,0.403,mobile_app
WIT_00004981,Bronx,5,2,0.533,mobile_app
WIT_00004982,Bronx,13,5,0.147,mobile_app
WIT_00004983,Manhattan,11,3,0.466,mobile_app
WIT_00004984,Queens,18,10,0.439,mobile_app
WIT_00004985,Manhattan,16,8,0.243,mobile_app
WIT_00004986,Manhattan,16,5,0.382,mobile_app
WIT_00004987,Brooklyn,13,4,0.186,anonymous_tip
WIT_00004988,Bronx,8,7,0.313,mobile_app
WIT_00004989,Queens,21,8,0.495,mobile_app
WIT_00004990,Queens,10,6,0.235,mobile_app
WIT_00004991,Manhattan,10,3,0.526,social_media
WIT_00004992,Bronx,14,6,0.578,mobile_app
WIT_00004993,Brooklyn,14,3,0.346,mobile_app
WIT_00004994,Staten_Island,6,3,0.27,anonymous_tip
WIT_00004995,Brooklyn,14,6,0.43,mobile_app
WIT_00004996,Brooklyn,23,6,0.536,mobile_app
WIT_00004997,Manhattan,12,2,0.174,mobile_app
WIT_00004998,Manhattan,22,10,0.294,mobile_app
WIT_00004999,Manhattan,12,5,0.504,mobile_app
WIT_00005000,Staten_Island,7,1,0.395,social_media
WIT_00005001,Queens,9,4,0.324,mobile_app
WIT_00005002,Manhattan,12,5,0.352,mobile_app
WIT_00005003,Bronx,14,7,0.448,mobile_app
WIT_00005004,Manhattan,16,1,0.08,mobile_app
WIT_00005005,Manhattan,17,7,0.273,mobile_app
WIT_00005006,Queens,16,9,0.291,news_report
WIT_00005007,Brooklyn,12,4,0.116,mobile_app
WIT_00005008,Queens,11,5,0.21,anonymous_tip
WIT_00005009,Manhattan,18,7,0.117,mobile_app
WIT_00005010,Manhattan,12,5,0.276,mobile_app
WIT_00005011,Manhattan,15,3,0.383,police_scanner
WIT_00005012,Brooklyn,15,5,0.207,social_media
WIT_00005013,Queens,12,4,0.346,anonymous_tip
WIT_00005014,Brooklyn,17,8,0.134,mobile_app
WIT_00005015,Brooklyn,14,3,0.43,mobile_app
WIT_00005016,Queens,13,8,0.247,mobile_app
WIT_00005017,Manhattan,16,7,0.337,mobile_app
WIT_00005018,Manhattan,14,6,0.417,mobile_app
WIT_00005019,Brooklyn,16,9,0.461,social_media
WIT_00005020,Brooklyn,17,7,0.464,mobile_app
WIT_00005021,Bronx,8,4,0.225,mobile_app
WIT_00005022,Brooklyn,17,8,0.245,mobile_app
WIT_00005023,Brooklyn,18,5,0.295,mobile_app
WIT_00005024,Manhattan,12,4,0.219,mobile_app
WIT_00005025,Brooklyn,13,6,0.428,mobile_app
WIT_00005026,Queens,15,3,0.471,social_media
WIT_00005027,Bronx,10,3,0.206,news_report
WIT_00005028,Manhattan,14,4,0.418,mobile_app
WIT_00005029,Bronx,9,1,0.216,mobile_app
WIT_00005030,Manhattan,19,4,0.405,mobile_app
WIT_00005031,Manhattan,13,3,0.32,mobile_app
WIT_00005032,Staten_Island,3,1,0.489,police_scanner
WIT_00005033,Manhattan,23,9,0.367,mobile_app
WIT_00005034,Bronx,11,3,0.49,anonymous_tip
WIT_00005035,Manhattan,16,3,0.383,mobile_app
WIT_00005036,Staten_Island,8,5,0.354,social_media
WIT_00005037,Brooklyn,11,5,0.279,mobile_app
WIT_00005038,Brooklyn,14,8,0.557,mobile_app
WIT_00005039,Brooklyn,11,3,0.34,mobile_app
WIT_00005040,Manhattan,13,1,0.439,anonymous_tip
WIT_00005041,Queens,13,5,0.463,mobile_app
WIT_00005042,Manhattan,12,6,0.406,mobile_app
WIT_00005043,Staten_Island,9,1,0.188,mobile_app
WIT_00005044,Queens,13,2,0.344,social_media
WIT_00005045,Brooklyn,13,8,0.243,mobile_app
WIT_00005046,Manhattan,14,7,0.25,mobile_app
WIT_00005047,Queens,17,5,0.349,mobile_app
WIT_00005048,Brooklyn,13,2,0.237,police_scanner
WIT_00005049,Queens,15,6,0.417,mobile_app
WIT_00005050,Staten_Island,6,2,0.406,camera_network
WIT_00005051,Queens,12,5,0.551,social_media
WIT_00005052,Bronx,12,1,0.416,mobile_app
WIT_00005053,Manhattan,11,7,0.455,social_media
WIT_00005054,Queens,18,7,0.369,mobile_app
WIT_00005055,Staten_Island,8,1,0.181,social_media
WIT_00005056,Manhattan,14,5,0.328,mobile_app
WIT_00005057,Bronx,4,0,0.337,mobile_app
WIT_00005058,Brooklyn,14,6,0.217,mobile_app
WIT_00005059,Brooklyn,12,4,0.184,mobile_app
WIT_00005060,Queens,12,8,0.23,mobile_app
WIT_00005061,Bronx,14,6,0.162,mobile_app
WIT_00005062,Brooklyn,22,8,0.338,mobile_app
WIT_00005063,Manhattan,16,3,0.332,mobile_app
WIT_00005064,Manhattan,17,9,0.216,police_scanner
WIT_00005065,Brooklyn,18,8,0.45,mobile_app
WIT_00005066,Brooklyn,21,6,0.196,mobile_app
WIT_00005067,Bronx,8,2,0.287,mobile_app
WIT_00005068,Manhattan,14,4,0.131,mobile_app
WIT_00005069,Queens,17,6,0.44,mobile_app
WIT_00005070,Brooklyn,16,9,0.293,mobile_app
WIT_00005071,Manhattan,15,9,0.21,mobile_app
WIT_00005072,Manhattan,11,7,0.191,mobile_app
WIT_00005073,Brooklyn,20,13,0.396,mobile_app
WIT_00005074,Manhattan,14,6,0.289,mobile_app
WIT_00005075,Brooklyn,11,2,0.529,mobile_app
WIT_00005076,Brooklyn,9,2,0.384,mobile_app
WIT_00005077,Manhattan,17,8,0.245,mobile_app
WIT_00005078,Manhattan,14,5,0.216,anonymous_tip
WIT_00005079,Staten_Island,8,0,0.399,mobile_app
WIT_00005080,Queens,15,6,0.161,mobile_app
WIT_00005081,Staten_Island,8,5,0.548,mobile_app
WIT_00005082,Manhattan,11,3,0.252,mobile_app
WIT_00005083,Manhattan,15,4,0.258,mobile_app
WIT_00005084,Manhattan,13,6,0.52,mobile_app
WIT_00005085,Manhattan,11,4,0.335,mobile_app
WIT_00005086,Brooklyn,21,9,0.28,mobile_app
WIT_00005087,Manhattan,18,13,0.313,mobile_app
WIT_00005088,Queens,20,6,0.107,social_media
WIT_00005089,Brooklyn,14,5,0.27,mobile_app
WIT_00005090,Brooklyn,12,5,0.089,mobile_app
WIT_00005091,Brooklyn,23,7,0.287,mobile_app
WIT_00005092,Brooklyn,20,9,0.284,mobile_app
WIT_00005093,Manhattan,10,2,0.515,news_report
WIT_00005094,Manhattan,17,6,0.415,mobile_app
WIT_00005095,Manhattan,12,6,0.349,mobile_app
WIT_00005096,Staten_Island,4,0,0.492,mobile_app
WIT_00005097,Bronx,8,4,0.492,mobile_app
WIT_00005098,Brooklyn,19,4,0.293,social_media
WIT_00005099,Staten_Island,7,4,0.432,police_scanner
WIT_00005100,Brooklyn,12,3,0.136,mobile_app
WIT_00005101,Queens,12,5,0.112,mobile_app
WIT_00005102,Queens,10,3,0.279,mobile_app
WIT_00005103,Staten_Island,8,2,0.478,mobile_app
WIT_00005104,Manhattan,10,5,0.308,mobile_app
WIT_00005105,Queens,12,5,0.412,mobile_app
WIT_00005106,Staten_Island,7,3,0.485,anonymous_tip
WIT_00005107,Manhattan,5,1,0.509,anonymous_tip
WIT_00005108,Manhattan,13,4,0.53,social_media
WIT_00005109,Brooklyn,16,5,0.143,mobile_app
WIT_00005110,Manhattan,21,5,0.441,mobile_app
WIT_00005111,Staten_Island,12,7,0.297,mobile_app
WIT_00005112,Queens,20,10,0.271,mobile_app
WIT_00005113,Manhattan,15,4,0.171,mobile_app
WIT_00005114,Bronx,13,3,0.429,mobile_app
WIT_00005115,Manhattan,20,7,0.272,mobile_app
WIT_00005116,Bronx,14,6,0.121,mobile_app
WIT_00005117,Bronx,8,4,0.482,mobile_app
WIT_00005118,Bronx,10,6,0.422,mobile_app
WIT_00005119,Manhattan,8,4,0.528,mobile_app
WIT_00005120,Queens,17,7,0.434,anonymous_tip
WIT_00005121,Manhattan,7,2,0.172,camera_network
WIT_00005122,Staten_Island,5,3,0.603,anonymous_tip
WIT_00005123,Staten_Island,11,3,0.237,anonymous_tip
WIT_00005124,Queens,11,3,0.363,mobile_app
WIT_00005125,Manhattan,17,7,0.456,mobile_app
WIT_00005126,Brooklyn,12,2,0.484,mobile_app
WIT_00005127,Manhattan,10,2,0.456,anonymous_tip
WIT_00005128,Queens,17,5,0.595,mobile_app
WIT_00005129,Brooklyn,15,5,0.545,mobile_app
WIT_00005130,Brooklyn,13,7,0.472,mobile_app
WIT_00005131,Brooklyn,17,6,0.363,mobile_app
WIT_00005132,Manhattan,19,8,0.214,mobile_app
WIT_00005133,Bronx,12,6,0.543,mobile_app
WIT_00005134,Manhattan,10,6,0.242,mobile_app
WIT_00005135,Bronx,8,2,0.148,mobile_app
WIT_00005136,Brooklyn,18,7,0.216,mobile_app
WIT_00005137,Manhattan,13,8,0.487,mobile_app
WIT_00005138,Queens,16,7,0.172,mobile_app
WIT_00005139,Queens,16,2,0.445,mobile_app
WIT_00005140,Queens,11,3,0.521,mobile_app
WIT_00005141,Manhattan,15,7,0.322,mobile_app
WIT_00005142,Bronx,16,7,0.33,mobile_app
WIT_00005143,Brooklyn,25,8,0.53,police_scanner
WIT_00005144,Bronx,10,5,0.336,mobile_app
WIT_00005145,Brooklyn,17,7,0.291,mobile_app
WIT_00005146,Queens,13,5,0.239,mobile_app
WIT_00005147,Queens,13,7,0.483,mobile_app
WIT_00005148,Brooklyn,18,7,0.254,mobile_app
WIT_00005149,Brooklyn,13,3,0.114,mobile_app
WIT_00005150,Manhattan,16,4,0.399,mobile_app
WIT_00005151,Manhattan,15,7,0.265,social_media
WIT_00005152,Bronx,12,2,0.389,mobile_app
WIT_00005153,Brooklyn,12,2,0.324,mobile_app
WIT_00005154,Queens,16,6,0.297,mobile_app
WIT_00005155,Manhattan,21,6,0.414,mobile_app
WIT_00005156,Staten_Island,6,2,0.286,police_scanner
WIT_00005157,Brooklyn,14,5,0.312,mobile_app
WIT_00005158,Staten_Island,10,4,0.486,mobile_app
WIT_00005159,Queens,13,5,0.55,anonymous_tip
WIT_00005160,Bronx,14,8,0.346,mobile_app
WIT_00005161,Staten_Island,9,5,0.129,mobile_app
WIT_00005162,Queens,12,2,0.105,mobile_app
WIT_00005163,Brooklyn,20,13,0.301,mobile_app
WIT_00005164,Queens,13,2,0.13,mobile_app
WIT_00005165,Manhattan,15,5,0.241,mobile_app
WIT_00005166,Manhattan,6,2,0.474,mobile_app
WIT_00005167,Manhattan,12,5,0.395,mobile_app
WIT_00005168,Brooklyn,18,3,0.56,mobile_app
WIT_00005169,Brooklyn,14,6,0.249,mobile_app
WIT_00005170,Brooklyn,13,3,0.105,mobile_app
WIT_00005171,Brooklyn,13,5,0.558,police_scanner
WIT_00005172,Queens,12,5,0.278,mobile_app
WIT_00005173,Manhattan,16,10,0.455,mobile_app
WIT_00005174,Staten_Island,9,4,0.406,camera_network
WIT_00005175,Manhattan,16,6,0.395,social_media
WIT_00005176,Manhattan,15,3,0.328,mobile_app
WIT_00005177,Brooklyn,20,5,0.184,mobile_app
WIT_00005178,Queens,14,6,0.248,mobile_app
WIT_00005179,Manhattan,18,6,0.225,mobile_app
WIT_00005180,Bronx,6,2,0.313,camera_network
WIT_00005181,Bronx,15,5,0.153,mobile_app
WIT_00005182,Manhattan,13,7,0.497,mobile_app
WIT_00005183,Bronx,7,1,0.217,mobile_app
WIT_00005184,Manhattan,14,7,0.41,mobile_app
WIT_00005185,Brooklyn,18,8,0.475,mobile_app
WIT_00005186,Bronx,14,3,0.637,mobile_app
WIT_00005187,Brooklyn,10,2,0.202,mobile_app
WIT_00005188,Manhattan,13,6,0.405,mobile_app
WIT_00005189,Bronx,13,6,0.141,mobile_app
WIT_00005190,Queens,12,2,0.257,mobile_app
WIT_00005191,Manhattan,11,4,0.103,mobile_app
WIT_00005192,Manhattan,10,4,0.408,mobile_app
WIT_00005193,Manhattan,14,3,0.489,mobile_app
WIT_00005194,Bronx,13,6,0.447,police_scanner
WIT_00005195,Bronx,5,2,0.159,mobile_app
WIT_00005196,Queens,16,2,0.269,mobile_app
WIT_00005197,Staten_Island,9,4,0.368,mobile_app
WIT_00005198,Manhattan,9,3,0.576,mobile_app
WIT_00005199,Bronx,14,5,0.374,mobile_app
WIT_00005200,Brooklyn,18,5,0.304,mobile_app
WIT_00005201,Manhattan,13,6,0.269,mobile_app
WIT_00005202,Bronx,13,5,0.379,mobile_app
WIT_00005203,Bronx,10,5,0.477,social_media
WIT_00005204,Manhattan,13,8,0.276,mobile_app
WIT_00005205,Bronx,9,5,0.348,social_media
WIT_00005206,Bronx,14,6,0.473,mobile_app
WIT_00005207,Bronx,13,3,0.408,mobile_app
WIT_00005208,Brooklyn,18,6,0.301,mobile_app
WIT_00005209,Manhattan,5,0,0.227,police_scanner
WIT_00005210,Brooklyn,21,7,0.388,mobile_app
WIT_00005211,Manhattan,14,8,0.173,mobile_app
WIT_00005212,Brooklyn,20,8,0.236,mobile_app
WIT_00005213,Bronx,16,7,0.568,social_media
WIT_00005214,Manhattan,12,2,0.136,mobile_app
WIT_00005215,Brooklyn,16,6,0.21,mobile_app
WIT_00005216,Bronx,12,2,0.184,social_media
WIT_00005217,Manhattan,14,6,0.184,mobile_app
WIT_00005218,Brooklyn,16,5,0.568,mobile_app
WIT_00005219,Brooklyn,12,8,0.473,social_media
WIT_00005220,Manhattan,13,8,0.47,mobile_app
WIT_00005221,Manhattan,19,6,0.384,mobile_app
WIT_00005222,Brooklyn,16,7,0.593,mobile_app
WIT_00005223,Bronx,10,6,0.627,social_media
WIT_00005224,Staten_Island,4,3,0.553,anonymous_tip
WIT_00005225,Queens,16,3,0.288,mobile_app
WIT_00005226,Queens,12,4,0.185,mobile_app
WIT_00005227,Manhattan,14,5,0.235,mobile_app
WIT_00005228,Staten_Island,5,3,0.277,mobile_app
WIT_00005229,Bronx,9,7,0.548,social_media
WIT_00005230,Manhattan,19,6,0.285,mobile_app
WIT_00005231,Queens,17,6,0.191,mobile_app
WIT_00005232,Manhattan,23,13,0.126,anonymous_tip
WIT_00005233,Queens,15,6,0.41,mobile_app
WIT_00005234,Manhattan,11,4,0.419,mobile_app
WIT_00005235,Manhattan,12,3,0.29,mobile_app
WIT_00005236,Manhattan,12,5,0.306,mobile_app
WIT_00005237,Manhattan,17,8,0.259,mobile_app
WIT_00005238,Brooklyn,21,6,0.25,mobile_app
WIT_00005239,Queens,17,8,0.457,mobile_app
WIT_00005240,Bronx,9,4,0.4,mobile_app
WIT_00005241,Staten_Island,7,2,0.082,mobile_app
WIT_00005242,Queens,13,7,0.181,mobile_app
WIT_00005243,Manhattan,12,3,0.208,mobile_app
WIT_00005244,Queens,11,4,0.526,mobile_app
WIT_00005245,Staten_Island,5,4,0.656,mobile_app
WIT_00005246,Bronx,6,2,0.259,social_media
WIT_00005247,Bronx,15,9,0.235,mobile_app
WIT_00005248,Queens,22,8,0.374,mobile_app
WIT_00005249,Manhattan,11,7,0.346,social_media
WIT_00005250,Bronx,9,3,0.311,mobile_app
WIT_00005251,Brooklyn,16,4,0.212,mobile_app
WIT_00005252,Staten_Island,10,4,0.421,anonymous_tip
WIT_00005253,Staten_Island,4,1,0.462,mobile_app
WIT_00005254,Brooklyn,19,8,0.145,mobile_app
WIT_00005255,Queens,15,3,0.284,social_media
WIT_00005256,Bronx,9,1,0.338,mobile_app
WIT_00005257,Staten_Island,5,4,0.492,mobile_app
WIT_00005258,Queens,17,7,0.094,mobile_app
WIT_00005259,Bronx,9,4,0.263,mobile_app
WIT_00005260,Queens,16,5,0.238,mobile_app
WIT_00005261,Manhattan,17,6,0.48,mobile_app
WIT_00005262,Manhattan,18,6,0.389,mobile_app
WIT_00005263,Staten_Island,10,7,0.59,social_media
WIT_00005264,Brooklyn,16,3,0.284,mobile_app
WIT_00005265,Brooklyn,15,6,0.352,mobile_app
WIT_00005266,Bronx,10,3,0.227,mobile_app
WIT_00005267,Bronx,12,4,0.384,mobile_app
WIT_00005268,Bronx,13,5,0.399,anonymous_tip
WIT_00005269,Manhattan,14,6,0.356,mobile_app
WIT_00005270,Manhattan,9,6,0.471,mobile_app
WIT_00005271,Manhattan,12,5,0.371,mobile_app
WIT_00005272,Queens,13,2,0.186,social_media
WIT_00005273,Bronx,14,3,0.376,mobile_app
WIT_00005274,Manhattan,22,6,0.145,mobile_app
WIT_00005275,Brooklyn,18,10,0.214,mobile_app
WIT_00005276,Staten_Island,7,4,0.402,mobile_app
WIT_00005277,Staten_Island,5,1,0.355,mobile_app
WIT_00005278,Bronx,7,2,0.287,mobile_app
WIT_00005279,Manhattan,18,6,0.256,mobile_app
WIT_00005280,Brooklyn,12,1,0.393,mobile_app
WIT_00005281,Bronx,9,3,0.203,police_scanner
WIT_00005282,Manhattan,17,5,0.329,anonymous_tip
WIT_00005283,Bronx,10,4,0.224,mobile_app
WIT_00005284,Bronx,12,2,0.19,mobile_app
WIT_00005285,Queens,14,7,0.389,mobile_app
WIT_00005286,Brooklyn,16,6,0.495,mobile_app
WIT_00005287,Brooklyn,14,4,0.253,mobile_app
WIT_00005288,Manhattan,9,4,0.301,mobile_app
WIT_00005289,Brooklyn,16,7,0.479,mobile_app
WIT_00005290,Brooklyn,19,4,0.249,mobile_app
WIT_00005291,Manhattan,15,6,0.309,mobile_app
WIT_00005292,Brooklyn,12,4,0.312,mobile_app
WIT_00005293,Bronx,8,0,0.155,mobile_app
WIT_00005294,Bronx,7,3,0.403,mobile_app
WIT_00005295,Manhattan,11,4,0.475,mobile_app
WIT_00005296,Queens,17,7,0.425,mobile_app
WIT_00005297,Brooklyn,21,7,0.332,mobile_app
WIT_00005298,Manhattan,14,5,0.273,police_scanner
WIT_00005299,Manhattan,20,8,0.393,mobile_app
WIT_00005300,Bronx,6,2,0.442,mobile_app
WIT_00005301,Queens,12,5,0.579,mobile_app
WIT_00005302,Manhattan,5,0,0.378,mobile_app
WIT_00005303,Bronx,11,1,0.249,social_media
WIT_00005304,Manhattan,17,7,0.414,mobile_app
WIT_00005305,Manhattan,8,1,0.332,police_scanner
WIT_00005306,Bronx,11,5,0.559,social_media
WIT_00005307,Brooklyn,10,4,0.268,social_media
WIT_00005308,Queens,11,2,0.457,mobile_app
WIT_00005309,Brooklyn,16,5,0.408,mobile_app
WIT_00005310,Bronx,13,4,0.172,police_scanner
WIT_00005311,Manhattan,16,3,0.494,mobile_app
WIT_00005312,Queens,19,8,0.328,mobile_app
WIT_00005313,Brooklyn,9,2,0.428,mobile_app
WIT_00005314,Manhattan,17,5,0.395,mobile_app
WIT_00005315,Brooklyn,16,9,0.291,mobile_app
WIT_00005316,Queens,16,7,0.136,mobile_app
WIT_00005317,Manhattan,8,3,0.181,mobile_app
WIT_00005318,Brooklyn,11,4,0.226,police_scanner
WIT_00005319,Brooklyn,21,7,0.521,mobile_app
WIT_00005320,Queens,14,3,0.207,mobile_app
WIT_00005321,Bronx,12,6,0.311,mobile_app
WIT_00005322,Manhattan,15,6,0.303,police_scanner
WIT_00005323,Queens,19,5,0.449,mobile_app
WIT_00005324,Brooklyn,14,5,0.293,social_media
WIT_00005325,Queens,15,2,0.237,mobile_app
WIT_00005326,Brooklyn,16,10,0.317,anonymous_tip
WIT_00005327,Brooklyn,11,2,0.356,mobile_app
WIT_00005328,Queens,12,4,0.17,mobile_app
WIT_00005329,Brooklyn,17,4,0.212,mobile_app
WIT_00005330,Bronx,8,2,0.488,mobile_app
WIT_00005331,Queens,12,3,0.339,mobile_app
WIT_00005332,Manhattan,11,5,0.47,mobile_app
WIT_00005333,Manhattan,21,6,0.44,mobile_app
WIT_00005334,Manhattan,18,7,0.374,mobile_app
WIT_00005335,Staten_Island,5,1,0.524,mobile_app
WIT_00005336,Manhattan,17,7,0.606,anonymous_tip
WIT_00005337,Manhattan,13,3,0.569,mobile_app
WIT_00005338,Brooklyn,16,8,0.276,mobile_app
WIT_00005339,Brooklyn,11,5,0.235,mobile_app
WIT_00005340,Bronx,8,2,0.514,mobile_app
WIT_00005341,Manhattan,18,8,0.16,mobile_app
WIT_00005342,Staten_Island,6,3,0.513,mobile_app
WIT_00005343,Brooklyn,20,5,0.393,mobile_app
WIT_00005344,Brooklyn,10,3,0.524,mobile_app
WIT_00005345,Brooklyn,18,5,0.254,mobile_app
WIT_00005346,Queens,13,7,0.38,mobile_app
WIT_00005347,Staten_Island,9,2,0.465,mobile_app
WIT_00005348,Manhattan,15,4,0.224,mobile_app
WIT_00005349,Staten_Island,9,2,0.332,mobile_app
WIT_00005350,Queens,14,3,0.596,mobile_app
WIT_00005351,Queens,13,1,0.093,mobile_app
WIT_00005352,Staten_Island,4,1,0.343,social_media
WIT_00005353,Manhattan,17,10,0.438,mobile_app
WIT_00005354,Brooklyn,17,6,0.146,mobile_app
WIT_00005355,Manhattan,12,4,0.327,mobile_app
WIT_00005356,Queens,19,6,0.362,mobile_app
WIT_00005357,Bronx,9,1,0.285,mobile_app
WIT_00005358,Manhattan,17,3,0.327,mobile_app
WIT_00005359,Queens,17,4,0.253,mobile_app
WIT_00005360,Manhattan,20,4,0.465,mobile_app
WIT_00005361,Bronx,12,5,0.47,mobile_app
WIT_00005362,Queens,12,2,0.467,mobile_app
WIT_00005363,Manhattan,16,10,0.2,mobile_app
WIT_00005364,Bronx,8,5,0.532,police_scanner
WIT_00005365,Brooklyn,9,6,0.412,mobile_app
WIT_00005366,Manhattan,15,4,0.138,mobile_app
WIT_00005367,Brooklyn,16,6,0.401,anonymous_tip
WIT_00005368,Brooklyn,13,5,0.555,mobile_app
WIT_00005369,Brooklyn,19,9,0.351,mobile_app
WIT_00005370,Queens,14,2,0.287,mobile_app
WIT_00005371,Manhattan,21,8,0.297,mobile_app
WIT_00005372,Manhattan,23,11,0.231,mobile_app
WIT_00005373,Brooklyn,12,4,0.476,police_scanner
WIT_00005374,Queens,13,3,0.27,mobile_app
WIT_00005375,Staten_Island,7,2,0.452,mobile_app
WIT_00005376,Manhattan,16,4,0.264,mobile_app
WIT_00005377,Brooklyn,16,7,0.328,mobile_app
WIT_00005378,Manhattan,12,4,0.301,mobile_app
WIT_00005379,Brooklyn,19,4,0.429,mobile_app
WIT_00005380,Bronx,13,3,0.495,mobile_app
WIT_00005381,Manhattan,19,6,0.36,mobile_app
WIT_00005382,Manhattan,10,5,0.254,mobile_app
WIT_00005383,Brooklyn,13,4,0.496,mobile_app
WIT_00005384,Manhattan,6,2,0.446,mobile_app
WIT_00005385,Bronx,7,3,0.525,mobile_app
WIT_00005386,Staten_Island,11,4,0.305,mobile_app
