crime_id,timestamp,date,hour,time_of_day,latitude,longitude,borough,district,h3_cell,crime_type,severity_score,victim_count,weapon_reported,police_called,estimated_police_eta_min,public_visibility_score,is_decoy_event
CRM_00014786,2025-06-28 23:12:41,2025-06-28,23,night,40.53589,-74.22278,Staten_Island,Staten_Island_Central_0,882a106199fffff,major_incident,10.0,6,True,True,12.6,0.168,False
CRM_00014787,2025-06-28 23:15:01,2025-06-28,23,night,40.76014,-73.76245,Queens,Queens_Northeast_11,882a100563fffff,armed_robbery,8.32,1,True,True,9.0,0.264,True
CRM_00014788,2025-06-28 23:19:30,2025-06-28,23,night,40.68679,-73.85374,Queens,Queens_South_5,882a100cc1fffff,pursuit,7.68,0,False,True,4.7,0.298,False
CRM_00014789,2025-06-28 23:22:07,2025-06-28,23,night,40.75212,-73.98936,Manhattan,Manhattan_North_1,882a100d2dfffff,robbery,6.67,2,False,False,6.4,0.397,False
CRM_00014790,2025-06-28 23:23:08,2025-06-28,23,night,40.76207,-73.97545,Manhattan,Manhattan_Northeast_2,882a100d61fffff,vehicle_theft,4.01,0,False,True,7.8,0.419,False
CRM_00014791,2025-06-28 23:30:23,2025-06-28,23,night,40.80854,-73.9494,Manhattan,Manhattan_South_5,882a1008ddfffff,burglary,3.25,0,False,True,4.3,0.339,False
CRM_00014792,2025-06-28 23:41:40,2025-06-28,23,night,40.85,-73.8028,Bronx,Bronx_South_5,882a10003dfffff,assault,5.99,2,False,True,3.4,0.624,False
CRM_00014793,2025-06-28 23:44:19,2025-06-28,23,night,40.74469,-73.80856,Queens,Queens_North_10,882a100e11fffff,property_damage,3.95,0,False,True,6.8,0.58,False
CRM_00014794,2025-06-28 23:48:41,2025-06-28,23,night,40.8224,-73.85943,Bronx,Bronx_North_1,882a1001a9fffff,armed_robbery,8.27,1,True,True,12.7,0.763,False
CRM_00014795,2025-06-28 23:50:43,2025-06-28,23,night,40.62258,-73.77478,Queens,Queens_Northeast_2,882a103869fffff,major_incident,10.0,3,False,True,5.8,0.256,False
CRM_00014796,2025-06-29 00:24:52,2025-06-29,0,night,40.69871,-73.9276,Queens,Queens_Southeast_4,882a100dc3fffff,vehicle_theft,4.36,0,False,False,6.3,0.175,False
CRM_00014797,2025-06-29 00:25:32,2025-06-29,0,night,40.71393,-73.87042,Queens,Queens_South_5,882a100c1dfffff,major_incident,9.69,3,True,True,8.0,0.633,False
CRM_00014798,2025-06-29 00:58:40,2025-06-29,0,night,40.69756,-73.96121,Brooklyn,Brooklyn_Central_9,882a100de7fffff,property_damage,2.58,0,False,False,8.5,0.844,False
CRM_00014799,2025-06-29 01:13:28,2025-06-29,1,night,40.86957,-73.86811,Bronx,Bronx_Southeast_4,882a100107fffff,property_damage,3.4,0,False,True,3.9,0.64,False
CRM_00014800,2025-06-29 01:27:24,2025-06-29,1,night,40.57666,-73.96689,Brooklyn,Brooklyn_North_1,882a107411fffff,burglary,5.2,2,False,False,5.6,0.258,False
CRM_00014801,2025-06-29 01:28:12,2025-06-29,1,night,40.81328,-73.96002,Manhattan,Manhattan_South_5,882a1008c1fffff,vehicle_theft,4.22,0,False,False,3.6,0.192,False
CRM_00014802,2025-06-29 02:08:52,2025-06-29,2,night,40.86649,-73.789,Bronx,Bronx_South_5,882a10000dfffff,major_incident,10.0,4,False,True,8.9,0.492,False
CRM_00014803,2025-06-29 02:53:49,2025-06-29,2,night,40.7417,-73.99644,Manhattan,Manhattan_North_1,882a100d25fffff,armed_robbery,10.0,2,True,True,6.1,0.08,False
CRM_00014804,2025-06-29 02:59:24,2025-06-29,2,night,40.6089,-73.99057,Brooklyn,Brooklyn_North_1,882a10746bfffff,burglary,2.98,1,False,True,8.2,0.419,False
CRM_00014805,2025-06-29 03:04:05,2025-06-29,3,night,40.63676,-73.86039,Queens,Queens_North_1,882a103961fffff,vehicle_theft,5.49,0,False,True,6.5,0.554,False
CRM_00014806,2025-06-29 03:17:28,2025-06-29,3,night,40.82501,-73.94746,Manhattan,Manhattan_West_7,882a100aa3fffff,burglary,5.91,1,False,True,3.2,0.457,False
CRM_00014807,2025-06-29 03:18:03,2025-06-29,3,night,40.61949,-73.95989,Brooklyn,Brooklyn_South_5,882a107449fffff,armed_robbery,8.18,1,True,True,7.3,0.16,False
CRM_00014808,2025-06-29 03:44:37,2025-06-29,3,night,40.87131,-73.92631,Manhattan,Manhattan_Northwest_8,882a100a17fffff,pursuit,7.24,0,False,True,3.1,0.38,False
CRM_00014809,2025-06-29 03:46:52,2025-06-29,3,night,40.58017,-74.00433,Brooklyn,Brooklyn_Central_0,882a107435fffff,robbery,6.99,0,False,True,8.4,0.268,False
CRM_00014810,2025-06-29 04:00:44,2025-06-29,4,night,40.83893,-73.93983,Manhattan,Manhattan_West_7,882a100aa9fffff,burglary,3.98,0,False,False,3.5,0.542,False
CRM_00014811,2025-06-29 04:35:51,2025-06-29,4,night,40.88997,-73.80746,Bronx,Bronx_Northwest_8,882a100333fffff,vehicle_theft,3.2,0,False,True,9.3,0.318,False
CRM_00014812,2025-06-29 05:01:11,2025-06-29,5,morning,40.63582,-73.91165,Queens,Queens_Central_0,882a107609fffff,pursuit,7.01,0,True,True,6.0,0.904,False
CRM_00014813,2025-06-29 05:15:47,2025-06-29,5,morning,40.81575,-73.95096,Manhattan,Manhattan_South_5,882a1008cbfffff,pursuit,6.05,0,True,True,5.1,0.326,False
CRM_00014814,2025-06-29 06:30:37,2025-06-29,6,morning,40.62324,-73.86992,Queens,Queens_North_1,882a103929fffff,burglary,3.02,0,False,True,6.2,0.1,False
CRM_00014815,2025-06-29 06:31:55,2025-06-29,6,morning,40.57754,-74.20004,Staten_Island,Staten_Island_Northeast_2,882a106039fffff,pursuit,4.29,0,False,True,28.2,0.781,False
CRM_00014816,2025-06-29 06:38:51,2025-06-29,6,morning,40.7907,-73.9695,Manhattan,Manhattan_Southeast_4,882a100883fffff,suspicious_activity,1.0,0,False,True,6.4,0.384,False
CRM_00014817,2025-06-29 06:57:28,2025-06-29,6,morning,40.70885,-74.01253,Manhattan,Manhattan_Central_0,882a107289fffff,suspicious_activity,1.0,0,False,False,3.9,0.404,False
CRM_00014818,2025-06-29 07:12:51,2025-06-29,7,morning,40.7509,-73.75639,Queens,Queens_Northeast_11,882a100505fffff,armed_robbery,9.38,0,True,True,8.0,0.441,False
CRM_00014819,2025-06-29 07:58:03,2025-06-29,7,morning,40.62615,-73.91353,Brooklyn,Brooklyn_Southwest_6,882a10760bfffff,property_damage,3.3,0,False,True,8.4,0.605,False
CRM_00014820,2025-06-29 10:58:36,2025-06-29,10,morning,40.65987,-73.81764,Queens,Queens_Southwest_6,882a103b2dfffff,pursuit,7.34,0,False,True,3.8,0.507,False
CRM_00014821,2025-06-29 11:12:48,2025-06-29,11,morning,40.69169,-73.94378,Brooklyn,Brooklyn_North_10,882a100d8dfffff,property_damage,3.46,0,False,False,7.4,0.296,False
CRM_00014822,2025-06-29 11:29:50,2025-06-29,11,morning,40.81173,-73.95673,Manhattan,Manhattan_South_5,882a1008c3fffff,property_damage,2.17,0,False,True,7.2,0.137,False
CRM_00014823,2025-06-29 13:53:02,2025-06-29,13,afternoon,40.66861,-73.93963,Brooklyn,Brooklyn_North_10,882a100dbbfffff,assault,6.63,1,True,True,6.3,0.269,False
CRM_00014824,2025-06-29 14:49:27,2025-06-29,14,afternoon,40.57193,-73.99051,Brooklyn,Brooklyn_North_1,882a10743bfffff,robbery,6.47,2,True,True,5.7,0.698,True
CRM_00014825,2025-06-29 15:24:22,2025-06-29,15,afternoon,40.69785,-73.95382,Brooklyn,Brooklyn_Central_9,882a100de3fffff,pursuit,6.03,1,False,False,12.3,0.164,False
CRM_00014826,2025-06-29 15:37:34,2025-06-29,15,afternoon,40.57213,-74.13311,Staten_Island,Staten_Island_East_3,882a1062abfffff,armed_robbery,9.93,3,True,True,14.0,0.284,False
CRM_00014827,2025-06-29 16:10:40,2025-06-29,16,afternoon,40.68622,-73.8923,Brooklyn,Brooklyn_Northeast_11,882a100ce7fffff,major_incident,10.0,3,False,True,3.3,0.467,False
CRM_00014828,2025-06-29 16:11:10,2025-06-29,16,afternoon,40.57856,-74.18371,Staten_Island,Staten_Island_Northeast_2,882a106003fffff,property_damage,1.58,0,False,True,7.9,0.319,False
CRM_00014829,2025-06-29 16:47:16,2025-06-29,16,afternoon,40.5475,-74.19786,Staten_Island,Staten_Island_Central_0,882a1060e7fffff,armed_robbery,7.75,1,False,True,13.3,0.504,False
CRM_00014830,2025-06-29 17:04:16,2025-06-29,17,evening,40.53484,-74.11605,Staten_Island,Staten_Island_North_1,882a106761fffff,pursuit,6.16,0,False,False,7.7,0.407,False
CRM_00014831,2025-06-29 17:38:57,2025-06-29,17,evening,40.8104,-73.93325,Manhattan,Manhattan_South_5,882a100ab3fffff,major_incident,9.99,3,True,True,4.1,0.536,False
CRM_00014832,2025-06-29 17:56:42,2025-06-29,17,evening,40.81949,-73.83376,Bronx,Bronx_Northeast_2,882a10018bfffff,burglary,4.34,2,False,True,4.7,0.421,False
CRM_00014833,2025-06-29 18:16:07,2025-06-29,18,evening,40.85112,-73.8052,Bronx,Bronx_South_5,882a100023fffff,pursuit,6.22,0,True,True,5.0,0.495,False
CRM_00014834,2025-06-29 18:36:39,2025-06-29,18,evening,40.85138,-73.79665,Bronx,Bronx_South_5,882a10003dfffff,vehicle_theft,3.56,0,False,True,5.6,0.623,False
CRM_00014835,2025-06-29 19:49:11,2025-06-29,19,evening,40.56992,-74.2082,Staten_Island,Staten_Island_Northeast_2,882a106031fffff,vehicle_theft,3.67,0,False,True,11.7,0.175,False
CRM_00014836,2025-06-29 20:12:45,2025-06-29,20,evening,40.76875,-73.97565,Manhattan,Manhattan_Northeast_2,882a100d6dfffff,suspicious_activity,1.0,0,False,False,7.1,0.3,False
CRM_00014837,2025-06-29 20:26:56,2025-06-29,20,evening,40.78639,-73.94904,Manhattan,Manhattan_East_3,882a100899fffff,suspicious_activity,3.17,0,False,True,12.2,0.261,False
CRM_00014838,2025-06-29 20:34:00,2025-06-29,20,evening,40.82079,-73.92605,Manhattan,Manhattan_West_7,882a100ab9fffff,assault,7.14,2,True,True,6.3,0.325,False
CRM_00014839,2025-06-29 20:43:05,2025-06-29,20,evening,40.81865,-73.9425,Manhattan,Manhattan_South_5,882a100ab5fffff,robbery,6.48,0,True,True,7.7,0.641,False
CRM_00014840,2025-06-29 21:03:44,2025-06-29,21,evening,40.77862,-73.97034,Manhattan,Manhattan_Northeast_2,882a100895fffff,armed_robbery,8.59,0,True,True,4.2,0.574,False
CRM_00014841,2025-06-29 21:05:59,2025-06-29,21,evening,40.62482,-73.92206,Brooklyn,Brooklyn_Southwest_6,882a107603fffff,major_incident,10.0,2,False,True,4.3,0.312,False
CRM_00014842,2025-06-29 21:23:47,2025-06-29,21,evening,40.853,-73.80358,Bronx,Bronx_South_5,882a10002bfffff,armed_robbery,9.5,0,True,True,8.1,0.118,False
CRM_00014843,2025-06-29 21:30:14,2025-06-29,21,evening,40.59495,-73.83831,Queens,Queens_North_1,882a103917fffff,burglary,5.15,1,False,True,9.5,0.174,False
CRM_00014844,2025-06-29 21:42:17,2025-06-29,21,evening,40.85514,-73.88272,Bronx,Bronx_Southeast_4,882a100135fffff,major_incident,10.0,3,True,True,5.9,0.748,False
CRM_00014845,2025-06-29 21:53:41,2025-06-29,21,evening,40.6987,-73.83092,Queens,Queens_Southwest_6,882a100ea3fffff,suspicious_activity,2.13,1,False,True,5.6,0.579,False
CRM_00014846,2025-06-29 22:12:24,2025-06-29,22,night,40.81978,-73.84583,Bronx,Bronx_North_1,882a100181fffff,armed_robbery,7.51,2,True,True,5.5,0.891,False
CRM_00014847,2025-06-29 22:35:02,2025-06-29,22,night,40.8323,-73.84344,Bronx,Bronx_North_1,882a1001ebfffff,assault,6.14,2,False,True,8.3,0.191,False
CRM_00014848,2025-06-29 22:36:14,2025-06-29,22,night,40.74251,-73.99885,Manhattan,Manhattan_North_1,882a100d25fffff,major_incident,9.96,3,False,True,2.5,0.726,False
CRM_00014849,2025-06-29 23:06:40,2025-06-29,23,night,40.83601,-73.91364,Bronx,Bronx_East_3,882a100a81fffff,major_incident,10.0,3,True,True,5.4,0.613,False
CRM_00014850,2025-06-30 00:02:01,2025-06-30,0,night,40.64292,-73.90171,Brooklyn,Brooklyn_West_7,882a107643fffff,suspicious_activity,1.63,0,False,True,8.3,0.668,False
CRM_00014851,2025-06-30 00:08:58,2025-06-30,0,night,40.64635,-73.90896,Brooklyn,Brooklyn_Southwest_6,882a107643fffff,robbery,4.79,1,True,False,5.7,0.337,False
CRM_00014852,2025-06-30 00:15:53,2025-06-30,0,night,40.82997,-73.92745,Manhattan,Manhattan_West_7,882a100a87fffff,major_incident,9.54,3,False,True,11.0,0.77,False
CRM_00014853,2025-06-30 00:19:14,2025-06-30,0,night,40.84087,-73.92426,Manhattan,Manhattan_West_7,882a100a85fffff,burglary,4.44,0,False,True,5.1,0.636,False
CRM_00014854,2025-06-30 00:30:48,2025-06-30,0,night,40.61942,-74.00858,Brooklyn,Brooklyn_Southeast_4,882a107733fffff,robbery,5.14,1,True,True,6.2,0.349,False
CRM_00014855,2025-06-30 00:34:51,2025-06-30,0,night,40.85918,-73.93161,Manhattan,Manhattan_Northwest_8,882a100aedfffff,burglary,4.28,1,False,False,6.0,0.211,False
CRM_00014856,2025-06-30 00:43:19,2025-06-30,0,night,40.60424,-74.174,Staten_Island,Staten_Island_Northeast_2,882a106041fffff,armed_robbery,9.3,0,True,True,8.2,0.65,False
CRM_00014857,2025-06-30 00:50:26,2025-06-30,0,night,40.72225,-73.84251,Queens,Queens_Central_9,882a100c5bfffff,armed_robbery,8.19,4,True,True,6.4,0.405,False
CRM_00014858,2025-06-30 00:52:12,2025-06-30,0,night,40.83039,-73.95253,Manhattan,Manhattan_West_7,882a100aa7fffff,major_incident,10.0,6,False,True,1.9,0.21,False
CRM_00014859,2025-06-30 00:58:02,2025-06-30,0,night,40.80968,-73.89373,Bronx,Bronx_Central_0,882a100a93fffff,suspicious_activity,2.3,0,False,True,7.0,0.281,False
CRM_00014860,2025-06-30 01:08:32,2025-06-30,1,night,40.80627,-73.96632,Manhattan,Manhattan_Southeast_4,882a100889fffff,robbery,5.67,0,True,True,3.8,0.372,False
CRM_00014861,2025-06-30 01:14:30,2025-06-30,1,night,40.53524,-74.10814,Staten_Island,Staten_Island_North_1,882a106761fffff,property_damage,2.17,0,False,True,18.3,0.762,False
CRM_00014862,2025-06-30 01:14:45,2025-06-30,1,night,40.77519,-73.97239,Manhattan,Manhattan_Northeast_2,882a100897fffff,suspicious_activity,2.38,0,False,True,3.3,0.707,False
CRM_00014863,2025-06-30 01:22:54,2025-06-30,1,night,40.61536,-73.91301,Brooklyn,Brooklyn_Southwest_6,882a107611fffff,vehicle_theft,4.01,0,False,True,5.9,0.354,False
CRM_00014864,2025-06-30 01:24:03,2025-06-30,1,night,40.83957,-73.91797,Manhattan,Manhattan_West_7,882a100a81fffff,pursuit,5.05,0,False,False,7.6,0.697,False
CRM_00014865,2025-06-30 01:25:13,2025-06-30,1,night,40.70734,-73.811,Queens,Queens_Southwest_6,882a100e81fffff,armed_robbery,7.99,0,True,False,4.7,0.535,False
CRM_00014866,2025-06-30 01:30:32,2025-06-30,1,night,40.75063,-73.87332,Queens,Queens_Central_9,882a100c4dfffff,suspicious_activity,1.0,1,False,True,7.5,0.69,False
CRM_00014867,2025-06-30 02:15:37,2025-06-30,2,night,40.6323,-73.91903,Brooklyn,Brooklyn_Southwest_6,882a107601fffff,robbery,6.79,2,False,True,5.7,0.418,True
CRM_00014868,2025-06-30 02:30:25,2025-06-30,2,night,40.74411,-73.99884,Manhattan,Manhattan_North_1,882a100d25fffff,property_damage,3.49,0,False,True,4.6,0.574,False
CRM_00014869,2025-06-30 02:38:40,2025-06-30,2,night,40.6263,-73.7987,Queens,Queens_Northeast_2,882a103b33fffff,assault,4.76,1,True,False,8.1,0.236,False
CRM_00014870,2025-06-30 02:45:56,2025-06-30,2,night,40.55776,-74.15847,Staten_Island,Staten_Island_Central_0,882a1060cdfffff,burglary,5.01,3,False,True,14.2,0.646,False
CRM_00014871,2025-06-30 02:46:08,2025-06-30,2,night,40.56346,-74.20399,Staten_Island,Staten_Island_Central_0,882a106033fffff,suspicious_activity,2.92,0,False,True,5.7,0.508,False
CRM_00014872,2025-06-30 02:48:28,2025-06-30,2,night,40.74113,-73.99494,Manhattan,Manhattan_North_1,882a100d25fffff,assault,4.17,0,True,True,4.3,0.263,False
CRM_00014873,2025-06-30 02:58:25,2025-06-30,2,night,40.65788,-73.88558,Brooklyn,Brooklyn_Northeast_11,882a100cbdfffff,major_incident,9.38,3,True,True,6.8,0.093,False
CRM_00014874,2025-06-30 03:02:56,2025-06-30,3,night,40.79016,-73.94983,Manhattan,Manhattan_South_5,882a1008d7fffff,assault,6.21,2,False,True,5.0,0.321,False
CRM_00014875,2025-06-30 03:06:22,2025-06-30,3,night,40.61413,-73.99182,Brooklyn,Brooklyn_South_5,882a107469fffff,robbery,7.64,3,True,True,6.5,0.349,False
CRM_00014876,2025-06-30 03:14:01,2025-06-30,3,night,40.72389,-74.00833,Manhattan,Manhattan_Central_0,882a1072c5fffff,suspicious_activity,3.05,0,False,True,4.7,0.775,False
CRM_00014877,2025-06-30 03:24:33,2025-06-30,3,night,40.78577,-73.9651,Manhattan,Manhattan_Northeast_2,882a10089dfffff,major_incident,10.0,6,True,True,3.5,0.01,False
CRM_00014878,2025-06-30 03:28:32,2025-06-30,3,night,40.74106,-73.8238,Queens,Queens_North_10,882a100e3bfffff,assault,6.03,0,True,True,5.6,0.742,True
CRM_00014879,2025-06-30 03:56:04,2025-06-30,3,night,40.8891,-73.81401,Bronx,Bronx_Northwest_8,882a100333fffff,pursuit,6.49,0,False,True,5.4,0.248,False
CRM_00014880,2025-06-30 04:01:38,2025-06-30,4,night,40.76658,-73.97157,Manhattan,Manhattan_Northeast_2,882a100d6dfffff,property_damage,1.39,0,False,True,4.1,0.486,False
CRM_00014881,2025-06-30 04:14:33,2025-06-30,4,night,40.81264,-73.86028,Bronx,Bronx_North_1,882a1001abfffff,robbery,6.6,1,True,True,7.2,0.718,False
CRM_00014882,2025-06-30 04:22:05,2025-06-30,4,night,40.7477,-73.98716,Manhattan,Manhattan_North_1,882a100d2dfffff,pursuit,6.95,0,False,True,4.1,0.221,False
CRM_00014883,2025-06-30 04:28:49,2025-06-30,4,night,40.67907,-73.91351,Queens,Queens_Southeast_4,882a100dd3fffff,vehicle_theft,3.53,0,False,False,7.1,0.5,True
CRM_00014884,2025-06-30 04:47:28,2025-06-30,4,night,40.73152,-73.99819,Manhattan,Manhattan_North_1,882a1072cdfffff,armed_robbery,7.14,2,False,True,4.0,0.782,False
CRM_00014885,2025-06-30 04:48:31,2025-06-30,4,night,40.63601,-73.92085,Brooklyn,Brooklyn_Southwest_6,882a107601fffff,armed_robbery,7.4,1,False,True,13.0,0.583,False
CRM_00014886,2025-06-30 04:49:15,2025-06-30,4,night,40.71247,-73.78759,Queens,Queens_Southwest_6,882a100ed5fffff,armed_robbery,10.0,4,True,True,4.6,0.269,False
CRM_00014887,2025-06-30 04:56:00,2025-06-30,4,night,40.84824,-73.93603,Manhattan,Manhattan_West_7,882a100ae7fffff,assault,5.73,2,False,False,5.0,0.231,False
CRM_00014888,2025-06-30 05:23:02,2025-06-30,5,morning,40.74276,-73.7559,Queens,Queens_Northeast_11,882a100507fffff,suspicious_activity,2.58,0,False,True,8.5,0.567,False
CRM_00014889,2025-06-30 07:30:20,2025-06-30,7,morning,40.60403,-73.84594,Queens,Queens_North_1,882a103915fffff,vehicle_theft,3.04,0,False,True,4.8,0.535,False
CRM_00014890,2025-06-30 07:41:53,2025-06-30,7,morning,40.84784,-73.94693,Manhattan,Manhattan_West_7,882a100aadfffff,robbery,5.12,1,True,True,9.1,0.493,False
CRM_00014891,2025-06-30 07:45:19,2025-06-30,7,morning,40.62267,-73.90324,Brooklyn,Brooklyn_West_7,882a107619fffff,robbery,5.12,0,True,True,6.7,0.685,False
CRM_00014892,2025-06-30 07:53:46,2025-06-30,7,morning,40.6652,-73.94904,Brooklyn,Brooklyn_North_10,882a100dbbfffff,vehicle_theft,2.74,0,False,False,6.2,0.172,False
CRM_00014893,2025-06-30 08:00:23,2025-06-30,8,morning,40.76195,-73.88111,Queens,Queens_Central_9,882a100f11fffff,assault,4.73,0,False,True,7.8,0.262,False
CRM_00014894,2025-06-30 09:19:42,2025-06-30,9,morning,40.8223,-73.95772,Manhattan,Manhattan_West_7,882a1008c9fffff,pursuit,5.79,0,False,True,2.6,0.637,False
CRM_00014895,2025-06-30 09:26:33,2025-06-30,9,morning,40.84658,-73.9236,Manhattan,Manhattan_West_7,882a100ae3fffff,assault,5.1,2,True,False,6.6,0.598,False
CRM_00014896,2025-06-30 09:41:10,2025-06-30,9,morning,40.85372,-73.91563,Manhattan,Manhattan_Northwest_8,882a100aebfffff,assault,6.05,1,False,True,3.5,0.511,False
CRM_00014897,2025-06-30 09:44:18,2025-06-30,9,morning,40.75859,-73.83434,Queens,Queens_North_10,882a100e07fffff,assault,6.37,2,False,True,6.5,0.225,False
CRM_00014898,2025-06-30 10:31:28,2025-06-30,10,morning,40.86478,-73.81936,Bronx,Bronx_South_5,882a10002dfffff,assault,6.47,2,True,True,6.5,0.296,False
CRM_00014899,2025-06-30 10:34:52,2025-06-30,10,morning,40.58766,-74.17087,Staten_Island,Staten_Island_Northeast_2,882a106055fffff,major_incident,10.0,4,False,True,3.8,0.341,False
CRM_00014900,2025-06-30 10:39:11,2025-06-30,10,morning,40.81458,-73.88953,Bronx,Bronx_Central_0,882a100a9bfffff,burglary,3.49,0,False,True,5.2,0.291,False
CRM_00014901,2025-06-30 11:11:49,2025-06-30,11,morning,40.64807,-74.00491,Brooklyn,Brooklyn_Southeast_4,882a107701fffff,suspicious_activity,2.88,0,False,True,10.3,0.439,False
CRM_00014902,2025-06-30 11:16:32,2025-06-30,11,morning,40.83948,-73.9299,Manhattan,Manhattan_West_7,882a100a85fffff,robbery,7.01,2,True,False,4.4,0.606,False
CRM_00014903,2025-06-30 11:17:51,2025-06-30,11,morning,40.64063,-73.93912,Brooklyn,Brooklyn_Southwest_6,882a107663fffff,burglary,4.83,0,False,True,10.9,0.232,False
CRM_00014904,2025-06-30 11:20:53,2025-06-30,11,morning,40.63505,-73.99203,Brooklyn,Brooklyn_South_5,882a107715fffff,suspicious_activity,1.99,0,False,True,5.2,0.712,False
CRM_00014905,2025-06-30 11:22:42,2025-06-30,11,morning,40.61011,-74.06552,Staten_Island,Staten_Island_East_3,882a107505fffff,vehicle_theft,3.46,0,False,True,11.8,0.573,False
CRM_00014906,2025-06-30 11:53:06,2025-06-30,11,morning,40.80149,-73.89975,Bronx,Bronx_Central_0,882a100f45fffff,burglary,5.4,0,True,True,6.9,0.296,False
CRM_00014907,2025-06-30 11:53:56,2025-06-30,11,morning,40.86412,-73.94541,Manhattan,Manhattan_Northwest_8,882a100a33fffff,suspicious_activity,2.24,0,True,False,4.8,0.641,False
CRM_00014908,2025-06-30 12:11:20,2025-06-30,12,afternoon,40.56015,-74.09676,Staten_Island,Staten_Island_North_1,882a106299fffff,burglary,3.62,0,False,True,14.8,0.296,False
CRM_00014909,2025-06-30 12:17:34,2025-06-30,12,afternoon,40.7541,-73.98594,Manhattan,Manhattan_North_1,882a100d67fffff,vehicle_theft,4.78,0,True,True,5.1,0.58,False
CRM_00014910,2025-06-30 12:21:26,2025-06-30,12,afternoon,40.86045,-73.81276,Bronx,Bronx_South_5,882a100021fffff,property_damage,3.49,0,False,False,5.8,0.44,False
CRM_00014911,2025-06-30 12:27:56,2025-06-30,12,afternoon,40.59601,-74.01944,Brooklyn,Brooklyn_Central_0,882a107425fffff,major_incident,9.45,3,False,True,8.7,0.752,False
CRM_00014912,2025-06-30 12:32:03,2025-06-30,12,afternoon,40.73536,-73.99617,Manhattan,Manhattan_North_1,882a100d27fffff,assault,5.67,1,False,False,3.5,0.099,False
CRM_00014913,2025-06-30 12:58:18,2025-06-30,12,afternoon,40.82709,-73.91994,Manhattan,Manhattan_West_7,882a100ab9fffff,armed_robbery,8.25,2,True,True,5.4,0.717,False
CRM_00014914,2025-06-30 13:10:28,2025-06-30,13,afternoon,40.84278,-73.92615,Manhattan,Manhattan_West_7,882a100a85fffff,robbery,5.52,0,False,True,2.9,0.556,False
CRM_00014915,2025-06-30 13:23:26,2025-06-30,13,afternoon,40.64797,-73.96969,Brooklyn,Brooklyn_South_5,882a107751fffff,robbery,8.32,4,True,True,5.9,0.539,False
CRM_00014916,2025-06-30 13:24:58,2025-06-30,13,afternoon,40.79634,-73.96397,Manhattan,Manhattan_South_5,882a10088bfffff,property_damage,2.17,0,False,False,6.8,0.19,False
CRM_00014917,2025-06-30 14:03:26,2025-06-30,14,afternoon,40.72646,-73.75636,Queens,Queens_Northeast_11,882a10053bfffff,pursuit,5.77,0,False,True,6.0,0.45,True
CRM_00014918,2025-06-30 14:06:48,2025-06-30,14,afternoon,40.61303,-73.93166,Brooklyn,Brooklyn_Southwest_6,882a10763bfffff,armed_robbery,6.67,1,False,True,9.4,0.7,False
CRM_00014919,2025-06-30 14:20:38,2025-06-30,14,afternoon,40.60071,-73.83612,Queens,Queens_North_1,882a103911fffff,assault,3.67,0,False,True,10.9,0.492,False
CRM_00014920,2025-06-30 14:36:05,2025-06-30,14,afternoon,40.81177,-73.92926,Manhattan,Manhattan_South_5,882a100ab3fffff,armed_robbery,9.59,5,True,True,4.5,0.593,False
CRM_00014921,2025-06-30 14:40:53,2025-06-30,14,afternoon,40.56028,-74.15206,Staten_Island,Staten_Island_North_1,882a1060c9fffff,burglary,4.38,0,False,True,15.8,0.325,False
CRM_00014922,2025-06-30 14:44:52,2025-06-30,14,afternoon,40.86275,-73.92286,Manhattan,Manhattan_Northwest_8,882a100ae9fffff,vehicle_theft,4.19,0,False,True,9.7,0.701,False
CRM_00014923,2025-06-30 14:45:32,2025-06-30,14,afternoon,40.76734,-73.97404,Manhattan,Manhattan_Northeast_2,882a100d6dfffff,major_incident,10.0,3,False,True,8.0,0.132,False
CRM_00014924,2025-06-30 14:46:10,2025-06-30,14,afternoon,40.64704,-73.81228,Queens,Queens_Southwest_6,882a103b23fffff,vehicle_theft,2.14,1,False,True,9.3,0.585,False
CRM_00014925,2025-06-30 14:53:43,2025-06-30,14,afternoon,40.79386,-73.97175,Manhattan,Manhattan_Southeast_4,882a100883fffff,vehicle_theft,3.74,0,False,False,3.7,0.443,False
CRM_00014926,2025-06-30 14:55:35,2025-06-30,14,afternoon,40.61223,-74.01037,Brooklyn,Brooklyn_Southeast_4,882a107465fffff,suspicious_activity,3.99,0,False,False,8.9,0.517,False
CRM_00014927,2025-06-30 14:59:03,2025-06-30,14,afternoon,40.57288,-74.00131,Brooklyn,Brooklyn_Central_0,882a107437fffff,armed_robbery,9.27,1,True,True,9.5,0.7,False
CRM_00014928,2025-06-30 15:13:16,2025-06-30,15,afternoon,40.79165,-73.96358,Manhattan,Manhattan_South_5,882a10088bfffff,vehicle_theft,3.48,0,False,True,5.1,0.641,False
CRM_00014929,2025-06-30 16:13:00,2025-06-30,16,afternoon,40.62769,-74.0828,Staten_Island,Staten_Island_East_3,882a107565fffff,pursuit,5.74,0,False,True,15.3,0.254,False
CRM_00014930,2025-06-30 16:29:14,2025-06-30,16,afternoon,40.70816,-74.0142,Manhattan,Manhattan_Central_0,882a107281fffff,vehicle_theft,3.93,0,False,True,4.1,0.524,False
CRM_00014931,2025-06-30 16:47:01,2025-06-30,16,afternoon,40.82405,-73.92978,Manhattan,Manhattan_West_7,882a100abdfffff,vehicle_theft,3.92,0,False,False,9.9,0.443,False
