sequence_id,split,hist_t-5_lat,hist_t-5_lon,hist_t-5_hours_before_target,hist_t-4_lat,hist_t-4_lon,hist_t-4_hours_before_target,hist_t-3_lat,hist_t-3_lon,hist_t-3_hours_before_target,hist_t-2_lat,hist_t-2_lon,hist_t-2_hours_before_target,hist_t-1_lat,hist_t-1_lon,hist_t-1_hours_before_target,target_timestamp,target_latitude,target_longitude
SEQ_0011950,train,40.59264,-73.86326,0.195,40.58755,-73.86066,0.125,40.60846,-73.88919,0.111,40.60603,-73.89465,0.055,40.611,-73.90452,0.002,2025-05-05 19:30:58.000000000,40.60925,-73.90049
SEQ_0011951,train,40.58755,-73.86066,0.373,40.60846,-73.88919,0.359,40.60603,-73.89465,0.303,40.611,-73.90452,0.25,40.60925,-73.90049,0.248,2025-05-05 19:45:51.000000000,40.66119,-73.99725
SEQ_0011952,train,40.60846,-73.88919,0.434,40.60603,-73.89465,0.378,40.611,-73.90452,0.325,40.60925,-73.90049,0.323,40.66119,-73.99725,0.075,2025-05-05 19:50:21.000000000,40.66007,-73.99992
SEQ_0011953,train,40.60603,-73.89465,0.494,40.611,-73.90452,0.44,40.60925,-73.90049,0.439,40.66119,-73.99725,0.19,40.66007,-73.99992,0.115,2025-05-05 19:57:16.685130870,40.65439,-73.94071
SEQ_0011954,train,40.611,-73.90452,0.527,40.60925,-73.90049,0.525,40.66119,-73.99725,0.277,40.66007,-73.99992,0.202,40.65439,-73.94071,0.086,2025-05-05 20:02:27.627136615,40.6465,-73.86132
SEQ_0011955,train,40.60925,-73.90049,0.528,40.66119,-73.99725,0.28,40.66007,-73.99992,0.205,40.65439,-73.94071,0.09,40.6465,-73.86132,0.003,2025-05-05 20:02:39.701605239,40.64656,-73.86149
SEQ_0011956,train,40.66119,-73.99725,0.721,40.66007,-73.99992,0.646,40.65439,-73.94071,0.53,40.6465,-73.86132,0.444,40.64656,-73.86149,0.441,2025-05-05 20:29:06.000000000,40.69104,-73.90934
SEQ_0011957,train,40.66007,-73.99992,0.732,40.65439,-73.94071,0.616,40.6465,-73.86132,0.53,40.64656,-73.86149,0.527,40.69104,-73.90934,0.086,2025-05-05 20:34:16.000000000,40.69866,-73.84907
SEQ_0011958,train,40.65439,-73.94071,0.632,40.6465,-73.86132,0.545,40.64656,-73.86149,0.542,40.69104,-73.90934,0.101,40.69866,-73.84907,0.015,2025-05-05 20:35:11.000000000,40.67403,-73.86784
SEQ_0011959,train,40.6465,-73.86132,0.703,40.64656,-73.86149,0.7,40.69104,-73.90934,0.259,40.69866,-73.84907,0.173,40.67403,-73.86784,0.158,2025-05-05 20:44:40.000000000,40.65852,-73.84298
SEQ_0011960,train,40.64656,-73.86149,0.779,40.69104,-73.90934,0.338,40.69866,-73.84907,0.252,40.67403,-73.86784,0.237,40.65852,-73.84298,0.079,2025-05-05 20:49:23.000000000,40.6858,-73.88733
SEQ_0011961,train,40.69104,-73.90934,0.421,40.69866,-73.84907,0.335,40.67403,-73.86784,0.32,40.65852,-73.84298,0.162,40.6858,-73.88733,0.083,2025-05-05 20:54:22.000000000,40.7042,-73.93671
SEQ_0011962,train,40.69866,-73.84907,0.36,40.67403,-73.86784,0.345,40.65852,-73.84298,0.187,40.6858,-73.88733,0.108,40.7042,-73.93671,0.025,2025-05-05 20:55:53.000000000,40.67344,-73.93092
SEQ_0011963,train,40.67403,-73.86784,0.392,40.65852,-73.84298,0.234,40.6858,-73.88733,0.155,40.7042,-73.93671,0.072,40.67344,-73.93092,0.047,2025-05-05 20:58:41.000000000,40.70621,-73.92413
SEQ_0011964,train,40.65852,-73.84298,0.251,40.6858,-73.88733,0.172,40.7042,-73.93671,0.089,40.67344,-73.93092,0.064,40.70621,-73.92413,0.018,2025-05-05 20:59:44.000000000,40.69805,-73.93204
SEQ_0011965,train,40.6858,-73.88733,0.494,40.7042,-73.93671,0.411,40.67344,-73.93092,0.385,40.70621,-73.92413,0.339,40.69805,-73.93204,0.321,2025-05-05 21:19:00.000000000,40.66204,-73.94738
SEQ_0011966,train,40.7042,-73.93671,0.583,40.67344,-73.93092,0.558,40.70621,-73.92413,0.511,40.69805,-73.93204,0.494,40.66204,-73.94738,0.172,2025-05-05 21:29:21.000000000,40.58967,-73.94123
SEQ_0011967,train,40.67344,-73.93092,0.61,40.70621,-73.92413,0.564,40.69805,-73.93204,0.546,40.66204,-73.94738,0.225,40.58967,-73.94123,0.052,2025-05-05 21:32:30.000000000,40.59052,-73.94022
SEQ_0011968,train,40.70621,-73.92413,0.732,40.69805,-73.93204,0.714,40.66204,-73.94738,0.393,40.58967,-73.94123,0.221,40.59052,-73.94022,0.168,2025-05-05 21:42:35.381535534,40.74016,-73.99857
SEQ_0011969,train,40.69805,-73.93204,0.736,40.66204,-73.94738,0.415,40.58967,-73.94123,0.243,40.59052,-73.94022,0.19,40.74016,-73.99857,0.022,2025-05-05 21:43:54.323144208,40.7514,-73.99325
SEQ_0011970,train,40.66204,-73.94738,0.589,40.58967,-73.94123,0.417,40.59052,-73.94022,0.364,40.74016,-73.99857,0.196,40.7514,-73.99325,0.174,2025-05-05 21:54:22.000000000,40.76349,-73.98008
SEQ_0011971,train,40.58967,-73.94123,1.09,40.59052,-73.94022,1.038,40.74016,-73.99857,0.87,40.7514,-73.99325,0.848,40.76349,-73.98008,0.673,2025-05-05 22:34:45.800905388,40.59146,-73.83669
SEQ_0011972,train,40.59052,-73.94022,1.041,40.74016,-73.99857,0.873,40.7514,-73.99325,0.851,40.76349,-73.98008,0.677,40.59146,-73.83669,0.003,2025-05-05 22:34:58.164217880,40.58332,-73.84239
SEQ_0011973,train,40.74016,-73.99857,0.922,40.7514,-73.99325,0.9,40.76349,-73.98008,0.726,40.59146,-73.83669,0.052,40.58332,-73.84239,0.049,2025-05-05 22:37:54.369191898,40.6048,-73.82136
SEQ_0011974,train,40.7514,-73.99325,0.907,40.76349,-73.98008,0.732,40.59146,-73.83669,0.059,40.58332,-73.84239,0.056,40.6048,-73.82136,0.007,2025-05-05 22:38:18.000000000,40.60735,-73.80784
SEQ_0011975,train,40.76349,-73.98008,0.942,40.59146,-73.83669,0.269,40.58332,-73.84239,0.265,40.6048,-73.82136,0.216,40.60735,-73.80784,0.21,2025-05-05 22:50:53.000000000,40.64227,-73.91538
SEQ_0011976,train,40.59146,-73.83669,0.288,40.58332,-73.84239,0.285,40.6048,-73.82136,0.236,40.60735,-73.80784,0.229,40.64227,-73.91538,0.02,2025-05-05 22:52:03.614935839,40.60343,-73.93581
SEQ_0011977,train,40.58332,-73.84239,0.366,40.6048,-73.82136,0.317,40.60735,-73.80784,0.311,40.64227,-73.91538,0.101,40.60343,-73.93581,0.081,2025-05-05 22:56:55.817955702,40.60017,-73.91002
SEQ_0011978,train,40.6048,-73.82136,0.319,40.60735,-73.80784,0.312,40.64227,-73.91538,0.102,40.60343,-73.93581,0.083,40.60017,-73.91002,0.002,2025-05-05 22:57:02.000000000,40.60616,-73.89882
SEQ_0011979,train,40.60735,-73.80784,0.631,40.64227,-73.91538,0.421,40.60343,-73.93581,0.401,40.60017,-73.91002,0.32,40.60616,-73.89882,0.318,2025-05-05 23:16:08.000000000,40.63018,-73.90315
SEQ_0011980,train,40.64227,-73.91538,0.501,40.60343,-73.93581,0.481,40.60017,-73.91002,0.4,40.60616,-73.89882,0.398,40.63018,-73.90315,0.08,2025-05-05 23:20:56.000000000,40.60711,-73.89563
SEQ_0011981,train,40.60343,-73.93581,0.654,40.60017,-73.91002,0.573,40.60616,-73.89882,0.571,40.63018,-73.90315,0.253,40.60711,-73.89563,0.173,2025-05-05 23:31:19.000000000,40.58456,-73.94327
SEQ_0011982,train,40.60017,-73.91002,1.04,40.60616,-73.89882,1.038,40.63018,-73.90315,0.72,40.60711,-73.89563,0.64,40.58456,-73.94327,0.467,2025-05-05 23:59:19.000000000,40.58212,-73.96194
SEQ_0011983,train,40.60616,-73.89882,1.065,40.63018,-73.90315,0.747,40.60711,-73.89563,0.667,40.58456,-73.94327,0.494,40.58212,-73.96194,0.027,2025-05-06 00:00:57.000000000,40.57521,-73.9637
SEQ_0011984,train,40.63018,-73.90315,1.004,40.60711,-73.89563,0.924,40.58456,-73.94327,0.751,40.58212,-73.96194,0.284,40.57521,-73.9637,0.257,2025-05-06 00:16:21.000000000,40.61009,-73.89844
SEQ_0011985,train,40.60711,-73.89563,1.468,40.58456,-73.94327,1.295,40.58212,-73.96194,0.828,40.57521,-73.9637,0.801,40.61009,-73.89844,0.544,2025-05-06 00:49:01.000000000,40.66981,-73.9587
SEQ_0011986,train,40.58456,-73.94327,1.595,40.58212,-73.96194,1.128,40.57521,-73.9637,1.101,40.61009,-73.89844,0.844,40.66981,-73.9587,0.3,2025-05-06 01:07:00.000000000,40.64491,-74.00662
SEQ_0011987,train,40.58212,-73.96194,2.655,40.57521,-73.9637,2.628,40.61009,-73.89844,2.371,40.66981,-73.9587,1.827,40.64491,-74.00662,1.527,2025-05-06 02:38:37.000000000,40.58655,-74.01415
SEQ_0011988,train,40.57521,-73.9637,3.208,40.61009,-73.89844,2.951,40.66981,-73.9587,2.406,40.64491,-74.00662,2.107,40.58655,-74.01415,0.58,2025-05-06 03:13:24.000000000,40.72638,-73.79287
SEQ_0011989,train,40.61009,-73.89844,6.033,40.66981,-73.9587,5.489,40.64491,-74.00662,5.189,40.58655,-74.01415,3.662,40.72638,-73.79287,3.083,2025-05-06 06:18:21.106844832,40.75179,-73.97733
SEQ_0011990,train,40.66981,-73.9587,6.088,40.64491,-74.00662,5.788,40.58655,-74.01415,4.261,40.72638,-73.79287,3.681,40.75179,-73.97733,0.599,2025-05-06 06:54:16.345271556,40.78266,-73.95587
SEQ_0011991,train,40.64491,-74.00662,9.002,40.58655,-74.01415,7.475,40.72638,-73.79287,6.895,40.75179,-73.97733,3.812,40.78266,-73.95587,3.214,2025-05-06 10:07:06.000000000,40.81843,-73.96489
SEQ_0011992,train,40.58655,-74.01415,9.62,40.72638,-73.79287,9.04,40.75179,-73.97733,5.958,40.78266,-73.95587,5.359,40.81843,-73.96489,2.145,2025-05-06 12:15:49.000000000,40.87731,-73.886
SEQ_0011993,train,40.72638,-73.79287,9.35,40.75179,-73.97733,6.267,40.78266,-73.95587,5.669,40.81843,-73.96489,2.455,40.87731,-73.886,0.31,2025-05-06 12:34:24.000000000,40.85144,-73.93684
SEQ_0011994,train,40.75179,-73.97733,7.337,40.78266,-73.95587,6.738,40.81843,-73.96489,3.524,40.87731,-73.886,1.379,40.85144,-73.93684,1.069,2025-05-06 13:38:34.000000000,40.51377,-74.21447
SEQ_0011995,train,40.78266,-73.95587,7.412,40.81843,-73.96489,4.198,40.87731,-73.886,2.052,40.85144,-73.93684,1.743,40.51377,-74.21447,0.673,2025-05-06 14:18:58.000000000,40.65182,-74.00342
SEQ_0011996,train,40.81843,-73.96489,4.378,40.87731,-73.886,2.233,40.85144,-73.93684,1.923,40.51377,-74.21447,0.854,40.65182,-74.00342,0.18,2025-05-06 14:29:47.000000000,40.71347,-73.93446
SEQ_0011997,train,40.87731,-73.886,2.555,40.85144,-73.93684,2.245,40.51377,-74.21447,1.176,40.65182,-74.00342,0.502,40.71347,-73.93446,0.322,2025-05-06 14:49:06.857774240,40.69062,-73.96063
SEQ_0011998,train,40.85144,-73.93684,2.335,40.51377,-74.21447,1.266,40.65182,-74.00342,0.592,40.71347,-73.93446,0.412,40.69062,-73.96063,0.09,2025-05-06 14:54:31.000000000,40.68548,-73.91621
SEQ_0011999,train,40.51377,-74.21447,1.88,40.65182,-74.00342,1.207,40.71347,-73.93446,1.027,40.69062,-73.96063,0.704,40.68548,-73.91621,0.614,2025-05-06 15:31:23.000000000,40.67038,-73.89086
SEQ_0012000,train,40.65182,-74.00342,1.209,40.71347,-73.93446,1.029,40.69062,-73.96063,0.706,40.68548,-73.91621,0.616,40.67038,-73.89086,0.002,2025-05-06 15:31:30.000000000,40.66376,-73.88117
SEQ_0012001,train,40.71347,-73.93446,1.184,40.69062,-73.96063,0.861,40.68548,-73.91621,0.771,40.67038,-73.89086,0.157,40.66376,-73.88117,0.155,2025-05-06 15:40:48.000000000,40.70884,-73.90704
SEQ_0012002,train,40.69062,-73.96063,1.387,40.68548,-73.91621,1.297,40.67038,-73.89086,0.682,40.66376,-73.88117,0.681,40.70884,-73.90704,0.526,2025-05-06 16:12:20.000000000,40.84527,-73.88596
SEQ_0012003,train,40.68548,-73.91621,1.783,40.67038,-73.89086,1.168,40.66376,-73.88117,1.166,40.70884,-73.90704,1.011,40.84527,-73.88596,0.486,2025-05-06 16:41:29.000000000,40.74267,-73.90378
SEQ_0012004,train,40.67038,-73.89086,1.311,40.66376,-73.88117,1.309,40.70884,-73.90704,1.154,40.84527,-73.88596,0.628,40.74267,-73.90378,0.142,2025-05-06 16:50:02.000000000,40.7873,-73.9774
SEQ_0012005,train,40.66376,-73.88117,1.678,40.70884,-73.90704,1.523,40.84527,-73.88596,0.998,40.74267,-73.90378,0.512,40.7873,-73.9774,0.369,2025-05-06 17:12:11.000000000,40.7288,-73.91938
SEQ_0012006,train,40.70884,-73.90704,2.114,40.84527,-73.88596,1.588,40.74267,-73.90378,1.102,40.7873,-73.9774,0.96,40.7288,-73.91938,0.591,2025-05-06 17:47:37.000000000,40.66641,-73.89918
SEQ_0012007,train,40.84527,-73.88596,2.423,40.74267,-73.90378,1.937,40.7873,-73.9774,1.794,40.7288,-73.91938,1.425,40.66641,-73.89918,0.835,2025-05-06 18:37:42.000000000,40.71635,-73.77787
SEQ_0012008,train,40.74267,-73.90378,2.213,40.7873,-73.9774,2.07,40.7288,-73.91938,1.701,40.66641,-73.89918,1.111,40.71635,-73.77787,0.276,2025-05-06 18:54:15.000000000,40.73127,-73.71745
SEQ_0012009,train,40.7873,-73.9774,2.534,40.7288,-73.91938,2.165,40.66641,-73.89918,1.574,40.71635,-73.77787,0.74,40.73127,-73.71745,0.464,2025-05-06 19:22:05.000000000,40.90885,-73.84769
SEQ_0012010,train,40.7288,-73.91938,2.204,40.66641,-73.89918,1.614,40.71635,-73.77787,0.779,40.73127,-73.71745,0.503,40.90885,-73.84769,0.039,2025-05-06 19:24:27.000000000,40.8871,-73.8595
SEQ_0012011,train,40.66641,-73.89918,2.117,40.71635,-73.77787,1.282,40.73127,-73.71745,1.006,40.90885,-73.84769,0.542,40.8871,-73.8595,0.503,2025-05-06 19:54:37.000000000,40.73019,-73.79574
SEQ_0012012,train,40.71635,-73.77787,1.603,40.73127,-73.71745,1.328,40.90885,-73.84769,0.864,40.8871,-73.8595,0.824,40.73019,-73.79574,0.321,2025-05-06 20:13:54.000000000,40.77336,-73.87165
SEQ_0012013,train,40.73127,-73.71745,1.388,40.90885,-73.84769,0.924,40.8871,-73.8595,0.885,40.73019,-73.79574,0.382,40.77336,-73.87165,0.061,2025-05-06 20:17:33.000000000,40.77232,-73.87459
SEQ_0012014,train,40.90885,-73.84769,1.014,40.8871,-73.8595,0.975,40.73019,-73.79574,0.472,40.77336,-73.87165,0.151,40.77232,-73.87459,0.09,2025-05-06 20:22:56.000000000,40.81125,-73.90234
SEQ_0012015,train,40.8871,-73.8595,1.011,40.73019,-73.79574,0.508,40.77336,-73.87165,0.187,40.77232,-73.87459,0.126,40.81125,-73.90234,0.036,2025-05-06 20:25:06.000000000,40.83421,-73.90122
SEQ_0012016,train,40.73019,-73.79574,0.62,40.77336,-73.87165,0.298,40.77232,-73.87459,0.238,40.81125,-73.90234,0.148,40.83421,-73.90122,0.112,2025-05-06 20:31:48.000000000,40.81849,-73.96443
SEQ_0012017,train,40.77336,-73.87165,0.523,40.77232,-73.87459,0.462,40.81125,-73.90234,0.372,40.83421,-73.90122,0.336,40.81849,-73.96443,0.224,2025-05-06 20:45:16.000000000,40.71908,-73.92227
SEQ_0012018,train,40.77232,-73.87459,0.472,40.81125,-73.90234,0.382,40.83421,-73.90122,0.346,40.81849,-73.96443,0.234,40.71908,-73.92227,0.01,2025-05-06 20:45:52.000000000,40.7187,-73.92211
SEQ_0012019,train,40.81125,-73.90234,0.614,40.83421,-73.90122,0.578,40.81849,-73.96443,0.466,40.71908,-73.92227,0.242,40.7187,-73.92211,0.232,2025-05-06 20:59:46.000000000,40.66835,-73.9095
SEQ_0012020,train,40.83421,-73.90122,0.71,40.81849,-73.96443,0.598,40.71908,-73.92227,0.374,40.7187,-73.92211,0.364,40.66835,-73.9095,0.132,2025-05-06 21:07:42.000000000,40.66098,-73.9141
SEQ_0012021,train,40.81849,-73.96443,0.661,40.71908,-73.92227,0.436,40.7187,-73.92211,0.426,40.66835,-73.9095,0.195,40.66098,-73.9141,0.062,2025-05-06 21:11:27.000000000,40.70414,-73.87232
SEQ_0012022,train,40.71908,-73.92227,0.757,40.7187,-73.92211,0.747,40.66835,-73.9095,0.515,40.66098,-73.9141,0.383,40.70414,-73.87232,0.32,2025-05-06 21:30:40.000000000,40.74973,-73.7916
SEQ_0012023,train,40.7187,-73.92211,0.999,40.66835,-73.9095,0.767,40.66098,-73.9141,0.635,40.70414,-73.87232,0.572,40.74973,-73.7916,0.252,2025-05-06 21:45:48.000000000,40.73698,-73.89959
SEQ_0012024,train,40.66835,-73.9095,0.948,40.66098,-73.9141,0.816,40.70414,-73.87232,0.754,40.74973,-73.7916,0.433,40.73698,-73.89959,0.181,2025-05-06 21:56:40.000000000,40.66741,-73.74615
SEQ_0012025,train,40.66098,-73.9141,0.826,40.70414,-73.87232,0.764,40.74973,-73.7916,0.444,40.73698,-73.89959,0.191,40.66741,-73.74615,0.01,2025-05-06 21:57:17.000000000,40.66597,-73.74287
SEQ_0012026,train,40.70414,-73.87232,0.864,40.74973,-73.7916,0.544,40.73698,-73.89959,0.292,40.66741,-73.74615,0.111,40.66597,-73.74287,0.101,2025-05-06 22:03:19.000000000,40.66247,-73.7378
SEQ_0012027,train,40.74973,-73.7916,0.75,40.73698,-73.89959,0.498,40.66741,-73.74615,0.317,40.66597,-73.74287,0.307,40.66247,-73.7378,0.206,2025-05-06 22:15:41.000000000,40.72148,-73.76574
SEQ_0012028,train,40.73698,-73.89959,0.829,40.66741,-73.74615,0.648,40.66597,-73.74287,0.638,40.66247,-73.7378,0.537,40.72148,-73.76574,0.331,2025-05-06 22:35:33.000000000,40.78754,-73.8026
SEQ_0012029,train,40.66741,-73.74615,0.956,40.66597,-73.74287,0.946,40.66247,-73.7378,0.845,40.72148,-73.76574,0.639,40.78754,-73.8026,0.308,2025-05-06 22:54:01.000000000,40.81022,-73.85003
SEQ_0012030,train,40.66597,-73.74287,1.026,40.66247,-73.7378,0.926,40.72148,-73.76574,0.72,40.78754,-73.8026,0.389,40.81022,-73.85003,0.081,2025-05-06 22:58:52.000000000,40.83303,-73.81475
SEQ_0012031,train,40.66247,-73.7378,1.068,40.72148,-73.76574,0.862,40.78754,-73.8026,0.531,40.81022,-73.85003,0.223,40.83303,-73.81475,0.143,2025-05-06 23:07:25.187502103,40.845,-73.91
SEQ_0012032,train,40.72148,-73.76574,1.042,40.78754,-73.8026,0.711,40.81022,-73.85003,0.403,40.83303,-73.81475,0.322,40.845,-73.91,0.18,2025-05-06 23:18:12.773732448,40.83052,-73.93471
SEQ_0012033,train,40.78754,-73.8026,0.948,40.81022,-73.85003,0.641,40.83303,-73.81475,0.56,40.845,-73.91,0.417,40.83052,-73.93471,0.237,2025-05-06 23:32:27.000000000,40.7368,-73.90232
SEQ_0012034,train,40.81022,-73.85003,1.509,40.83303,-73.81475,1.428,40.845,-73.91,1.286,40.83052,-73.93471,1.106,40.7368,-73.90232,0.868,2025-05-07 00:24:33.000000000,40.57688,-74.03098
SEQ_0012035,train,40.83303,-73.81475,1.701,40.845,-73.91,1.559,40.83052,-73.93471,1.379,40.7368,-73.90232,1.142,40.57688,-74.03098,0.273,2025-05-07 00:40:57.000000000,40.66155,-73.99972
SEQ_0012036,train,40.845,-73.91,1.576,40.83052,-73.93471,1.396,40.7368,-73.90232,1.159,40.57688,-74.03098,0.291,40.66155,-73.99972,0.018,2025-05-07 00:42:00.000000000,40.61294,-74.00279
SEQ_0012037,train,40.83052,-73.93471,1.491,40.7368,-73.90232,1.254,40.57688,-74.03098,0.386,40.66155,-73.99972,0.112,40.61294,-74.00279,0.095,2025-05-07 00:47:42.000000000,40.6695,-73.91589
SEQ_0012038,train,40.7368,-73.90232,2.515,40.57688,-74.03098,1.647,40.66155,-73.99972,1.373,40.61294,-74.00279,1.356,40.6695,-73.91589,1.261,2025-05-07 02:03:21.000000000,40.78492,-73.95086
SEQ_0012039,train,40.57688,-74.03098,1.71,40.66155,-73.99972,1.436,40.61294,-74.00279,1.419,40.6695,-73.91589,1.324,40.78492,-73.95086,0.063,2025-05-07 02:07:08.000000000,40.77779,-73.96247
SEQ_0012040,train,40.66155,-73.99972,2.032,40.61294,-74.00279,2.014,40.6695,-73.91589,1.919,40.78492,-73.95086,0.658,40.77779,-73.96247,0.595,2025-05-07 02:42:51.000000000,40.80064,-73.89504
SEQ_0012041,train,40.61294,-74.00279,5.791,40.6695,-73.91589,5.696,40.78492,-73.95086,4.435,40.77779,-73.96247,4.372,40.80064,-73.89504,3.776,2025-05-07 06:29:26.000000000,40.65576,-74.00457
SEQ_0012042,train,40.6695,-73.91589,7.521,40.78492,-73.95086,6.26,40.77779,-73.96247,6.197,40.80064,-73.89504,5.602,40.65576,-74.00457,1.826,2025-05-07 08:18:58.000000000,40.62313,-73.90512
SEQ_0012043,train,40.78492,-73.95086,10.326,40.77779,-73.96247,10.262,40.80064,-73.89504,9.667,40.65576,-74.00457,5.891,40.62313,-73.90512,4.065,2025-05-07 12:22:53.000000000,40.72896,-74.00588
SEQ_0012044,train,40.77779,-73.96247,11.264,40.80064,-73.89504,10.669,40.65576,-74.00457,6.892,40.62313,-73.90512,5.067,40.72896,-74.00588,1.001,2025-05-07 13:22:58.000000000,40.741,-73.8716
SEQ_0012045,train,40.80064,-73.89504,11.135,40.65576,-74.00457,7.358,40.62313,-73.90512,5.533,40.72896,-74.00588,1.468,40.741,-73.8716,0.466,2025-05-07 13:50:56.000000000,40.73916,-73.91466
SEQ_0012046,train,40.65576,-74.00457,7.606,40.62313,-73.90512,5.781,40.72896,-74.00588,1.716,40.741,-73.8716,0.714,40.73916,-73.91466,0.248,2025-05-07 14:05:49.000000000,40.72269,-74.00802
SEQ_0012047,train,40.62313,-73.90512,6.528,40.72896,-74.00588,2.463,40.741,-73.8716,1.462,40.73916,-73.91466,0.996,40.72269,-74.00802,0.748,2025-05-07 14:50:40.000000000,40.675,-73.97124
SEQ_0012048,train,40.72896,-74.00588,2.721,40.741,-73.8716,1.719,40.73916,-73.91466,1.253,40.72269,-74.00802,1.005,40.675,-73.97124,0.258,2025-05-07 15:06:07.000000000,40.67163,-73.87047
SEQ_0012049,train,40.741,-73.8716,2.072,40.73916,-73.91466,1.606,40.72269,-74.00802,1.358,40.675,-73.97124,0.611,40.67163,-73.87047,0.353,2025-05-07 15:27:19.000000000,40.5897,-73.97304
SEQ_0012050,train,40.73916,-73.91466,1.88,40.72269,-74.00802,1.632,40.675,-73.97124,0.884,40.67163,-73.87047,0.627,40.5897,-73.97304,0.274,2025-05-07 15:43:44.000000000,40.67407,-73.92406
SEQ_0012051,train,40.72269,-74.00802,1.705,40.675,-73.97124,0.958,40.67163,-73.87047,0.7,40.5897,-73.97304,0.347,40.67407,-73.92406,0.073,2025-05-07 15:48:08.000000000,40.68429,-73.92609
SEQ_0012052,train,40.675,-73.97124,0.992,40.67163,-73.87047,0.735,40.5897,-73.97304,0.382,40.67407,-73.92406,0.108,40.68429,-73.92609,0.035,2025-05-07 15:50:12.407702883,40.65794,-73.91723
SEQ_0012053,train,40.67163,-73.87047,0.885,40.5897,-73.97304,0.532,40.67407,-73.92406,0.258,40.68429,-73.92609,0.185,40.65794,-73.91723,0.15,2025-05-07 15:59:12.880143425,40.62714,-73.97567
SEQ_0012054,train,40.5897,-73.97304,0.658,40.67407,-73.92406,0.384,40.68429,-73.92609,0.311,40.65794,-73.91723,0.276,40.62714,-73.97567,0.126,2025-05-07 16:06:47.000000000,40.61045,-74.00549
SEQ_0012055,train,40.67407,-73.92406,0.532,40.68429,-73.92609,0.458,40.65794,-73.91723,0.424,40.62714,-73.97567,0.274,40.61045,-74.00549,0.147,2025-05-07 16:15:37.925278772,40.63466,-73.95991
SEQ_0012056,train,40.68429,-73.92609,0.502,40.65794,-73.91723,0.468,40.62714,-73.97567,0.318,40.61045,-74.00549,0.192,40.63466,-73.95991,0.044,2025-05-07 16:18:17.000000000,40.63811,-74.00926
SEQ_0012057,train,40.65794,-73.91723,0.81,40.62714,-73.97567,0.66,40.61045,-74.00549,0.534,40.63466,-73.95991,0.387,40.63811,-74.00926,0.342,2025-05-07 16:38:50.000000000,40.6095,-73.84645
SEQ_0012058,train,40.62714,-73.97567,0.78,40.61045,-74.00549,0.654,40.63466,-73.95991,0.507,40.63811,-74.00926,0.462,40.6095,-73.84645,0.12,2025-05-07 16:46:02.000000000,40.62893,-73.84626
SEQ_0012059,train,40.61045,-74.00549,0.826,40.63466,-73.95991,0.679,40.63811,-74.00926,0.634,40.6095,-73.84645,0.292,40.62893,-73.84626,0.172,2025-05-07 16:56:21.000000000,40.62352,-73.79985
SEQ_0012060,train,40.63466,-73.95991,1.302,40.63811,-74.00926,1.258,40.6095,-73.84645,0.915,40.62893,-73.84626,0.795,40.62352,-73.79985,0.623,2025-05-07 17:33:44.000000000,40.61858,-73.89392
SEQ_0012061,train,40.63811,-74.00926,1.476,40.6095,-73.84645,1.134,40.62893,-73.84626,1.014,40.62352,-73.79985,0.842,40.61858,-73.89392,0.219,2025-05-07 17:46:51.618969021,40.70227,-73.92077
SEQ_0012062,train,40.6095,-73.84645,1.539,40.62893,-73.84626,1.419,40.62352,-73.79985,1.247,40.61858,-73.89392,0.624,40.70227,-73.92077,0.405,2025-05-07 18:11:09.616720059,40.795,-73.88
SEQ_0012063,train,40.62893,-73.84626,1.954,40.62352,-73.79985,1.782,40.61858,-73.89392,1.159,40.70227,-73.92077,0.94,40.795,-73.88,0.535,2025-05-07 18:43:15.419824288,40.8362,-73.81458
SEQ_0012064,train,40.62352,-73.79985,1.828,40.61858,-73.89392,1.205,40.70227,-73.92077,0.986,40.795,-73.88,0.581,40.8362,-73.81458,0.046,2025-05-07 18:46:00.245900414,40.82795,-73.8333
SEQ_0012065,train,40.61858,-73.89392,1.217,40.70227,-73.92077,0.998,40.795,-73.88,0.593,40.8362,-73.81458,0.058,40.82795,-73.8333,0.012,2025-05-07 18:46:44.006137465,40.83244,-73.82248
SEQ_0012066,train,40.70227,-73.92077,1.057,40.795,-73.88,0.652,40.8362,-73.81458,0.117,40.82795,-73.8333,0.071,40.83244,-73.82248,0.059,2025-05-07 18:50:17.487236305,40.83432,-73.82417
SEQ_0012067,train,40.795,-73.88,1.593,40.8362,-73.81458,1.058,40.82795,-73.8333,1.012,40.83244,-73.82248,1.0,40.83432,-73.82417,0.941,2025-05-07 19:46:44.000000000,40.69648,-73.80827
SEQ_0012068,train,40.8362,-73.81458,1.089,40.82795,-73.8333,1.043,40.83244,-73.82248,1.031,40.83432,-73.82417,0.972,40.69648,-73.80827,0.031,2025-05-07 19:48:36.000000000,40.71434,-73.78212
SEQ_0012069,train,40.82795,-73.8333,1.504,40.83244,-73.82248,1.491,40.83432,-73.82417,1.432,40.69648,-73.80827,0.491,40.71434,-73.78212,0.46,2025-05-07 20:16:13.000000000,40.72849,-73.85055
SEQ_0012070,train,40.83244,-73.82248,1.529,40.83432,-73.82417,1.47,40.69648,-73.80827,0.529,40.71434,-73.78212,0.498,40.72849,-73.85055,0.038,2025-05-07 20:18:28.000000000,40.7234,-73.87514
